Generation,RBS,ORF,Terminator 
640,4,22,24
641,4,22,24
642,4,22,24
643,4,23,24
644,4,22,24
645,4,22,23
646,4,21,23
647,4,21,22
648,4,21,22
649,4,21,22
650,4,22,22
651,4,22,22
652,4,22,21
653,4,22,21
654,4,22,22
655,4,21,22
656,4,21,23
657,4,21,23
658,4,21,23
659,4,21,24
660,3,21,24
661,3,21,24
662,3,21,24
663,3,20,24
664,3,20,24
665,3,20,24
666,3,19,24
667,3,19,24
668,3,19,24
669,3,19,24
670,3,19,24
671,3,20,24
672,2,20,24
673,2,20,24
674,2,20,24
675,2,20,24
676,2,21,24
677,2,21,24
678,2,22,24
679,2,22,25
680,2,22,25
681,2,21,25
682,2,21,25
683,2,21,24
684,2,20,24
685,2,20,24
686,2,20,24
687,2,21,24
688,2,21,24
689,2,21,25
690,2,21,25
691,2,21,25
692,2,21,24
693,2,21,24
694,2,22,24
695,2,22,24
696,2,22,24
697,2,22,24
698,2,22,24
699,2,22,23
700,2,23,23
701,2,23,23
702,2,23,23
703,2,24,23
704,2,24,24
705,2,24,23
706,2,24,24
707,2,25,24
708,2,25,24
709,2,25,25
710,2,25,25
711,2,25,26
712,2,25,26
713,2,25,26
714,2,25,26
715,2,25,25
716,2,25,26
717,2,25,25
718,2,25,25
719,2,25,25
720,2,25,25
721,2,24,25
722,2,24,25
723,2,24,25
724,3,24,25
725,3,24,26
726,3,24,26
727,3,24,25
728,3,24,25
729,3,25,25
730,4,25,25
731,4,25,25
732,4,24,25
733,4,24,26
734,4,25,26
735,4,25,26
736,4,24,26
737,4,24,26
738,4,24,27
739,4,23,27
740,4,23,26
741,4,23,26
742,4,23,26
743,4,23,25
744,4,23,25
745,4,23,25
746,4,22,25
747,4,22,26
748,4,22,26
749,4,22,26
750,4,22,26
751,4,22,25
752,4,22,24
753,4,22,24
754,4,22,24
755,4,23,24
756,4,23,24
757,4,23,24
758,4,23,24
759,4,23,24
760,4,23,23
761,4,24,23
762,4,24,22
763,4,23,22
764,4,23,22
765,3,23,22
766,3,24,22
767,3,24,22
768,2,24,22
769,2,24,22
770,2,24,22
771,2,24,23
772,2,24,23
773,2,24,23
774,2,24,22
775,2,24,22
776,2,25,22
777,2,25,22
778,2,25,21
779,2,25,22
780,2,25,22
781,2,25,22
782,2,25,22
783,2,25,22
784,2,26,22
785,2,26,22
786,3,26,22
787,3,27,22
788,3,27,22
789,3,27,22
790,3,27,22
791,4,27,22
792,4,27,22
793,4,27,22
794,4,26,22
795,4,26,22
796,4,26,22
797,4,27,22
798,4,27,22
799,4,27,22
800,4,27,23
801,4,27,23
802,4,27,23
803,4,27,23
804,4,28,23
805,4,28,23
806,4,28,23
807,4,28,23
808,4,28,23
809,4,28,23
810,4,28,23
811,4,29,23
812,4,29,23
813,4,29,23
814,4,29,23
815,4,28,23
816,4,28,23
817,4,28,23
818,4,28,23
819,4,28,23
820,4,29,23
821,4,29,22
822,4,29,23
823,4,29,24
824,4,29,24
825,4,30,24
826,4,30,24
827,4,30,23
828,4,30,23
829,4,30,22
830,4,29,22
831,4,29,21
832,4,30,21
833,4,31,21
834,4,30,21
835,4,30,21
836,4,30,21
837,4,30,21
838,4,30,20
839,4,31,20
840,3,31,20
841,3,31,20
842,3,31,20
843,3,31,20
844,3,31,19
845,3,31,18
846,3,31,18
847,3,31,18
848,3,31,18
849,3,31,18
850,3,31,18
851,3,31,18
852,3,31,18
853,3,31,19
854,3,30,19
855,3,30,18
856,3,30,18
857,3,30,17
858,3,30,17
859,3,30,16
860,3,30,16
861,3,30,15
862,3,29,15
863,3,30,15
864,3,30,14
865,3,30,14
866,3,30,14
867,3,30,14
868,3,30,15
869,3,30,15
870,3,30,15
871,3,30,14
872,3,30,14
873,3,30,14
874,3,30,15
875,3,30,15
876,3,30,15
877,3,29,15
878,3,29,15
879,3,29,15
880,3,29,15
881,3,29,16
882,3,29,16
883,3,29,17
884,3,29,18
885,3,28,18
886,3,28,19
887,3,28,20
888,3,28,20
889,4,28,20
890,3,28,20
891,3,28,20
892,3,28,20
893,3,27,20
894,3,27,20
895,3,27,20
896,3,27,20
897,3,27,20
898,3,27,20
899,3,28,20
900,3,28,20
901,3,29,20
902,3,30,20
903,3,30,21
904,3,31,21
905,3,31,21
906,3,30,21
907,3,29,21
908,3,29,22
909,3,29,22
910,3,30,22
911,4,30,22
912,4,30,22
913,4,30,23
914,4,30,23
915,4,30,23
916,4,29,23
917,4,29,23
918,4,29,23
919,4,29,23
920,4,29,23
921,4,29,24
922,4,29,24
923,4,29,24
924,4,29,24
925,4,28,24
926,4,28,24
927,4,28,24
928,4,27,24
929,4,27,24
930,4,27,24
931,4,27,23
932,4,27,23
933,4,27,23
934,4,27,23
935,4,27,23
936,4,27,24
937,4,27,23
938,4,26,23
939,4,26,22
940,4,25,22
941,4,26,22
942,4,26,22
943,4,26,21
944,4,26,22
945,4,26,22
946,4,26,22
947,4,26,23
948,4,26,23
949,4,26,23
950,4,26,24
951,4,26,24
952,4,26,24
953,5,26,24
954,5,26,24
955,5,26,24
956,5,26,24
957,5,27,24
958,5,27,24
959,5,27,23
960,5,27,23
961,5,27,23
962,5,27,22
963,5,27,22
964,5,27,22
965,5,26,22
966,5,27,22
967,5,27,23
968,5,28,23
969,5,28,23
970,5,29,23
971,5,29,23
972,5,29,23
973,5,29,23
974,5,29,23
975,5,29,24
976,5,28,24
977,5,28,23
978,5,29,23
979,5,28,23
980,5,28,23
981,5,28,23
982,5,29,23
983,5,30,23
984,5,30,23
985,5,30,23
986,5,30,23
987,5,31,23
988,5,30,23
989,5,30,23
990,5,30,24
991,5,30,24
992,5,30,25
993,5,30,25
994,5,31,25
995,5,31,25
996,5,32,25
997,5,32,24
998,5,31,24
999,5,31,23
1000,5,32,23
1001,5,32,22
1002,5,32,22
1003,5,32,22
1004,5,32,22
1005,5,32,22
1006,5,31,22
1007,5,31,22
1008,5,31,22
1009,5,31,23
1010,5,31,24
1011,5,31,24
1012,5,31,24
1013,5,31,24
1014,5,31,24
1015,5,31,25
1016,5,31,25
1017,5,31,24
1018,5,30,24
1019,5,31,24
1020,5,31,25
1021,5,30,25
1022,5,30,26
1023,5,30,26
1024,5,30,27
1025,5,31,27
1026,5,31,28
1027,5,31,28
1028,5,31,28
1029,5,32,28
1030,5,32,28
1031,5,32,28
1032,5,32,28
1033,6,32,28
1034,6,32,28
1035,6,32,28
1036,6,32,28
1037,6,33,28
1038,6,33,28
1039,6,33,27
1040,6,32,27
1041,6,33,27
1042,6,33,28
1043,6,33,28
1044,6,33,28
1045,6,32,28
1046,6,32,28
1047,6,32,27
1048,6,33,27
1049,6,32,27
1050,6,33,27
1051,6,34,27
1052,6,34,27
1053,6,34,26
1054,6,34,26
1055,6,34,26
1056,6,34,26
1057,6,34,27
1058,6,33,27
1059,6,34,27
1060,6,34,27
1061,6,35,27
1062,6,35,27
1063,6,35,27
1064,6,35,26
1065,6,36,26
1066,6,36,26
1067,6,36,26
1068,6,36,26
1069,6,36,26
1070,5,36,26
1071,5,36,26
1072,5,36,26
1073,5,36,27
1074,5,36,27
1075,5,36,27
1076,5,36,28
1077,5,36,27
1078,4,36,27
1079,4,36,26
1080,4,35,26
1081,4,34,26
1082,4,33,26
1083,4,32,26
1084,4,32,26
1085,4,32,26
1086,4,32,26
1087,4,32,26
1088,4,32,26
1089,4,32,26
1090,4,32,25
1091,4,32,26
1092,4,31,26
1093,4,31,25
1094,4,31,25
1095,4,30,25
1096,5,30,25
1097,5,30,26
1098,5,30,26
1099,5,30,26
1100,5,30,26
1101,6,30,26
1102,6,30,26
1103,6,30,26
1104,6,30,26
1105,6,30,26
1106,6,30,26
1107,6,30,26
1108,6,31,26
1109,6,30,26
1110,7,30,26
1111,7,30,26
1112,7,30,27
1113,7,30,27
1114,7,31,27
1115,7,31,27
1116,7,32,27
1117,7,32,27
1118,7,32,28
1119,7,33,28
1120,7,33,28
1121,7,32,28
1122,7,32,28
1123,7,32,27
1124,7,32,27
1125,7,32,28
1126,7,32,28
1127,7,33,28
1128,7,32,28
1129,7,32,29
1130,8,32,29
1131,8,32,28
1132,8,32,28
1133,8,32,28
1134,8,31,28
1135,8,30,28
1136,8,29,28
1137,8,29,28
1138,8,29,28
1139,8,29,28
1140,8,29,29
1141,8,29,28
1142,8,29,28
1143,8,29,27
1144,8,29,28
1145,8,30,28
1146,8,30,28
1147,8,30,27
1148,8,30,27
1149,8,30,26
1150,8,31,26
1151,8,30,26
1152,8,30,27
1153,8,30,28
1154,8,29,28
1155,8,29,28
1156,7,29,28
1157,7,29,28
1158,7,29,28
1159,7,29,28
1160,7,29,28
1161,7,29,28
1162,7,29,28
1163,7,29,28
1164,7,29,28
1165,7,29,28
1166,7,29,28
1167,6,29,28
1168,6,29,28
1169,6,29,28
1170,6,29,28
1171,6,30,28
1172,6,30,28
1173,6,30,28
1174,6,30,28
1175,6,30,28
1176,6,30,28
1177,6,29,28
1178,6,29,28
1179,6,29,27
1180,6,29,26
1181,6,29,26
1182,6,29,26
1183,6,29,25
1184,6,29,25
1185,6,29,25
1186,6,29,25
1187,6,29,26
1188,6,29,26
1189,7,29,26
1190,7,30,26
1191,7,30,26
1192,7,30,26
1193,7,30,26
1194,7,30,26
1195,7,30,26
1196,7,30,26
1197,7,30,26
1198,7,30,26
1199,7,30,26
1200,7,30,26
1201,7,30,27
1202,7,30,27
1203,7,30,27
1204,7,30,27
1205,7,30,27
1206,7,30,26
1207,7,30,26
1208,7,29,26
1209,7,29,26
1210,7,29,26
1211,7,29,27
1212,7,29,27
1213,7,29,26
1214,7,29,26
1215,7,29,25
1216,7,29,25
1217,7,28,25
1218,7,28,25
1219,7,28,25
1220,7,27,25
1221,7,27,25
1222,7,27,25
1223,7,27,25
1224,7,27,25
1225,7,27,25
1226,7,27,25
1227,7,27,24
1228,7,27,24
1229,6,27,24
1230,6,27,24
1231,6,26,24
1232,6,26,24
1233,6,26,25
1234,6,26,25
1235,5,26,25
1236,5,26,26
1237,5,25,26
1238,5,25,25
1239,5,25,25
1240,5,25,25
1241,5,25,26
1242,5,26,26
1243,5,27,26
1244,5,27,26
1245,5,27,26
1246,5,27,27
1247,5,27,27
1248,5,26,27
1249,5,26,27
1250,5,26,27
1251,5,26,27
1252,5,26,27
1253,5,26,27
1254,5,27,27
1255,5,27,27
1256,5,28,27
1257,5,28,27
1258,5,28,27
1259,5,28,27
1260,5,27,27
1261,5,27,28
1262,5,28,28
1263,5,29,28
1264,6,29,28
1265,6,28,28
1266,6,28,27
1267,6,28,28
1268,6,28,28
1269,7,28,28
1270,7,28,29
1271,7,28,29
1272,7,28,29
1273,7,28,29
1274,7,28,28
1275,7,28,28
1276,7,27,28
1277,7,27,28
1278,7,27,29
1279,7,27,29
1280,7,27,30
1281,7,28,30
1282,7,28,30
1283,7,29,30
1284,7,28,30
1285,7,27,30
1286,7,28,30
1287,7,28,30
1288,7,28,29
1289,7,28,28
1290,7,27,28
1291,7,27,28
1292,7,27,28
1293,7,27,28
1294,7,27,28
1295,7,27,28
1296,7,27,28
1297,7,28,28
1298,7,28,28
1299,7,28,28
1300,7,27,28
1301,7,27,29
1302,7,26,29
1303,7,26,29
1304,7,26,29
1305,7,26,28
1306,7,27,28
1307,7,28,28
1308,7,28,29
1309,6,28,29
1310,6,28,29
1311,6,28,28
1312,6,27,28
1313,6,27,27
1314,6,27,27
1315,6,26,27
1316,6,25,27
1317,6,25,27
1318,6,25,27
1319,6,25,27
1320,6,25,26
1321,6,25,26
1322,6,25,26
1323,6,26,26
1324,6,26,26
1325,6,27,26
1326,6,27,25
1327,6,28,25
1328,6,28,25
1329,6,28,25
1330,5,28,25
1331,5,28,25
1332,5,29,25
1333,5,29,25
1334,5,28,25
1335,5,28,25
1336,5,28,25
1337,5,29,25
1338,5,28,25
1339,5,28,25
1340,5,29,25
1341,5,29,25
1342,5,30,25
1343,5,30,26
1344,5,30,25
1345,5,31,25
1346,5,30,25
1347,6,30,25
1348,6,29,25
1349,6,29,26
1350,6,28,26
1351,6,28,26
1352,6,28,27
1353,6,28,27
1354,6,28,28
1355,6,28,28
1356,6,28,29
1357,6,29,29
1358,6,29,29
1359,6,29,28
1360,6,29,28
1361,6,30,28
1362,6,30,28
1363,6,30,29
1364,6,30,29
1365,6,30,29
1366,6,30,29
1367,6,29,29
1368,6,30,29
1369,6,31,29
1370,6,30,29
1371,6,30,29
1372,6,30,28
1373,6,30,28
1374,6,30,28
1375,6,30,28
1376,6,30,28
1377,6,30,28
1378,6,30,29
1379,6,30,29
1380,6,30,29
1381,6,29,29
1382,6,30,29
1383,6,30,29
1384,6,30,29
1385,6,30,29
1386,6,30,29
1387,6,30,29
1388,6,30,29
1389,5,30,29
1390,5,30,29
1391,5,30,28
1392,5,30,28
1393,5,30,28
1394,5,30,28
1395,5,29,28
1396,5,29,29
1397,5,29,29
1398,5,29,29
1399,5,28,29
1400,5,28,29
1401,5,28,29
1402,5,28,29
1403,5,28,28
1404,5,28,27
1405,5,29,27
1406,5,30,27
1407,5,30,26
1408,5,29,26
1409,4,29,26
1410,4,29,26
1411,4,29,26
1412,4,29,26
1413,4,29,26
1414,4,29,26
1415,4,29,25
1416,5,29,25
1417,5,30,25
1418,5,30,25
1419,5,29,25
1420,5,29,25
1421,5,29,25
1422,5,29,25
1423,5,29,25
1424,5,29,25
1425,5,29,26
1426,5,28,26
1427,5,28,26
1428,5,28,25
1429,5,28,24
1430,5,28,23
1431,4,28,23
1432,4,27,23
1433,4,28,23
1434,4,27,23
1435,5,27,23
1436,5,27,23
1437,5,27,24
1438,5,27,24
1439,5,27,25
1440,5,27,25
1441,5,27,25
1442,5,27,25
1443,5,27,25
1444,6,27,25
1445,6,27,26
1446,6,26,26
1447,6,26,26
1448,6,25,26
1449,6,25,27
1450,6,25,28
1451,6,25,28
1452,6,25,28
1453,6,25,28
1454,6,25,28
1455,6,25,29
1456,6,24,29
1457,6,24,29
1458,6,24,28
1459,6,24,27
1460,6,23,27
1461,6,23,27
1462,6,24,27
1463,7,24,27
1464,7,24,26
1465,7,24,26
1466,7,24,26
1467,7,24,25
1468,7,24,24
1469,7,24,24
1470,7,24,24
1471,7,24,24
1472,7,24,23
1473,7,25,23
1474,7,25,24
1475,7,25,24
1476,7,25,23
1477,7,25,22
1478,7,26,22
1479,7,26,23
1480,7,25,23
1481,7,26,23
1482,7,26,23
1483,7,26,22
1484,7,26,21
1485,7,25,21
1486,7,26,21
1487,7,26,21
1488,7,26,20
1489,7,27,20
1490,8,27,20
1491,8,27,20
1492,8,27,20
1493,8,27,20
1494,8,27,20
1495,8,27,20
1496,8,27,20
1497,8,27,20
1498,8,28,20
1499,8,29,20
1500,8,29,21
1501,8,29,21
1502,8,28,21
1503,8,28,21
1504,8,29,21
1505,8,29,21
1506,8,29,21
1507,8,29,21
1508,8,29,21
1509,8,29,20
1510,8,29,20
1511,8,30,20
1512,8,30,20
1513,7,30,20
1514,7,31,20
1515,7,31,20
1516,7,31,21
1517,7,30,21
1518,7,30,22
1519,7,30,22
1520,7,30,22
1521,8,30,22
1522,8,30,21
1523,8,30,21
1524,8,31,21
1525,8,31,21
1526,8,31,21
1527,8,30,21
1528,8,30,21
1529,8,30,21
1530,8,31,21
1531,8,32,21
1532,8,32,21
1533,8,31,21
1534,8,31,21
1535,8,31,22
1536,8,31,22
1537,8,31,22
1538,8,31,21
1539,8,30,21
1540,8,30,22
1541,8,31,22
1542,8,31,22
1543,8,31,22
1544,8,30,22
1545,8,30,22
1546,8,31,22
1547,8,30,22
1548,8,30,22
1549,8,30,22
1550,8,30,22
1551,9,30,22
1552,9,30,22
1553,9,30,22
1554,9,30,23
1555,9,30,22
1556,9,30,22
1557,9,30,22
1558,9,30,23
1559,9,31,23
1560,9,31,23
1561,9,31,23
1562,9,31,23
1563,9,30,23
1564,9,30,23
1565,9,31,23
1566,9,31,24
1567,9,31,23
1568,9,31,23
1569,9,31,23
1570,9,31,22
1571,9,31,23
1572,9,31,23
1573,9,31,23
1574,9,31,23
1575,9,32,23
1576,9,32,23
1577,9,33,23
1578,9,33,23
1579,9,33,23
1580,9,33,23
1581,9,34,23
1582,9,33,23
1583,9,33,23
1584,9,32,23
1585,9,32,23
1586,8,32,23
1587,8,32,23
1588,8,32,24
1589,8,33,24
1590,9,33,24
1591,9,32,24
1592,9,32,24
1593,9,32,25
1594,9,32,25
1595,9,33,25
1596,9,33,25
1597,9,33,25
1598,9,33,26
1599,9,33,26
1600,8,33,26
1601,8,32,26
1602,8,32,26
1603,8,31,26
1604,8,31,25
1605,7,31,25
1606,7,31,26
1607,7,31,26
1608,7,31,26
1609,7,31,25
1610,7,30,25
1611,7,30,25
1612,7,30,25
1613,7,30,25
1614,7,30,25
1615,7,30,25
1616,7,30,25
1617,7,30,24
1618,7,29,24
1619,7,29,24
1620,7,29,23
1621,7,30,23
1622,7,31,23
1623,7,32,23
1624,7,32,23
1625,7,32,23
1626,7,32,23
1627,7,33,23
1628,7,33,23
1629,7,33,23
1630,7,33,23
1631,7,33,24
1632,7,34,24
1633,7,34,25
1634,7,34,25
1635,7,35,25
1636,7,35,26
1637,7,35,27
1638,7,35,27
1639,7,34,27
1640,7,34,28
1641,7,35,28
1642,7,34,28
1643,7,34,27
1644,7,34,27
1645,7,33,27
1646,7,33,27
1647,7,33,27
1648,7,33,26
1649,7,33,25
1650,7,33,25
1651,7,33,25
1652,7,33,26
1653,7,32,26
1654,7,33,26
1655,6,33,26
1656,6,34,26
1657,6,34,26
1658,6,34,26
1659,6,35,26
