Generation,RBS,ORF,Terminator 
1660,6,35,26
1661,6,35,26
1662,6,35,26
1663,6,35,27
1664,6,35,27
1665,6,35,27
1666,6,35,27
1667,6,35,27
1668,5,35,27
1669,5,34,27
1670,5,34,28
1671,5,34,28
1672,5,34,28
1673,5,34,28
1674,5,34,29
1675,5,35,29
1676,5,35,29
1677,5,34,29
1678,5,34,29
1679,5,34,28
1680,5,33,28
1681,5,33,28
1682,5,32,28
1683,5,33,28
1684,5,34,28
1685,5,34,28
1686,5,35,28
1687,5,35,28
1688,5,35,28
1689,5,35,28
1690,5,35,28
1691,5,35,28
1692,5,35,28
1693,5,34,28
1694,5,34,28
1695,5,34,28
1696,5,34,28
1697,5,33,28
1698,5,33,28
1699,5,33,28
1700,5,32,28
1701,5,31,28
1702,5,31,28
1703,5,31,28
1704,5,31,28
1705,5,31,28
1706,5,30,28
1707,5,30,28
1708,5,30,27
1709,5,31,27
1710,5,31,27
1711,5,31,27
1712,5,31,27
1713,5,32,27
1714,5,32,27
1715,5,32,27
1716,5,32,27
1717,5,32,27
1718,5,31,27
1719,5,31,28
1720,5,31,29
1721,5,31,29
1722,5,31,28
1723,5,31,27
1724,5,31,28
1725,5,31,28
1726,5,32,28
1727,5,32,28
1728,5,32,27
1729,5,32,27
1730,5,32,27
1731,5,32,27
1732,5,31,27
1733,5,31,26
1734,5,30,26
1735,5,30,27
1736,5,30,26
1737,5,30,26
1738,5,30,26
1739,5,30,25
1740,5,30,25
1741,5,29,25
1742,5,30,25
1743,5,30,26
1744,5,30,26
1745,5,29,26
1746,5,29,27
1747,5,29,27
1748,5,29,27
1749,5,29,27
1750,5,29,27
1751,5,29,27
1752,5,28,27
1753,5,28,28
1754,5,27,28
1755,5,27,28
1756,5,27,28
1757,5,27,29
1758,5,27,29
1759,4,27,29
1760,4,28,29
1761,4,28,28
1762,4,28,28
1763,4,28,29
1764,4,27,29
1765,4,27,29
1766,4,27,29
1767,4,27,29
1768,4,26,29
1769,4,26,29
1770,4,27,29
1771,4,27,28
1772,4,27,28
1773,4,27,28
1774,4,27,28
1775,4,27,28
1776,4,26,28
1777,4,27,28
1778,4,27,28
1779,4,27,29
1780,4,27,28
1781,4,26,28
1782,4,26,28
1783,4,26,28
1784,4,26,28
1785,4,26,28
1786,5,26,28
1787,5,26,28
1788,5,26,28
1789,5,26,28
1790,4,26,28
1791,4,26,28
1792,4,26,28
1793,4,27,28
1794,4,26,28
1795,4,26,28
1796,4,25,28
1797,4,25,29
1798,4,24,29
1799,4,24,29
1800,4,23,29
1801,4,23,28
1802,4,23,28
1803,4,23,28
1804,4,23,28
1805,4,23,28
1806,4,23,28
1807,4,23,28
1808,4,22,28
1809,4,22,28
1810,4,22,28
1811,5,22,28
1812,5,23,28
1813,5,22,28
1814,5,22,28
1815,5,22,28
1816,5,22,28
1817,5,22,28
1818,5,22,28
1819,5,21,28
1820,5,21,28
1821,5,21,28
1822,6,21,28
1823,6,20,28
1824,6,20,28
1825,6,20,28
1826,5,20,28
1827,5,21,28
1828,5,21,28
1829,5,21,27
1830,5,20,27
1831,5,20,27
1832,5,20,27
1833,5,20,27
1834,5,20,27
1835,5,20,27
1836,5,21,27
1837,5,21,28
1838,5,21,28
1839,5,21,28
1840,5,21,28
1841,5,22,28
1842,5,22,28
1843,5,21,28
1844,5,21,28
1845,5,22,28
1846,5,22,28
1847,5,22,28
1848,5,22,28
1849,5,22,27
1850,5,23,27
1851,5,23,26
1852,5,23,26
1853,5,24,26
1854,5,24,25
1855,5,24,26
1856,5,25,26
1857,5,25,26
1858,5,25,27
1859,5,25,26
1860,5,24,26
1861,5,25,26
1862,5,25,26
1863,5,26,26
1864,5,26,26
1865,5,26,26
1866,5,26,27
1867,5,27,27
1868,6,27,27
1869,6,27,27
1870,6,27,27
1871,6,27,27
1872,6,26,27
1873,6,26,28
1874,6,26,28
1875,6,26,28
1876,6,27,28
1877,6,27,27
1878,6,26,27
1879,6,26,27
1880,6,26,27
1881,6,27,27
1882,6,27,27
1883,6,26,27
1884,6,26,27
1885,6,26,27
1886,6,26,27
1887,6,26,27
1888,6,26,27
1889,6,26,28
1890,6,26,28
1891,6,27,28
1892,6,27,28
1893,6,27,28
1894,6,27,28
1895,6,26,28
1896,6,26,29
1897,6,26,28
1898,6,26,29
1899,6,25,29
1900,5,25,29
1901,5,25,30
1902,5,25,30
1903,5,26,30
1904,5,26,30
1905,5,27,30
1906,5,27,30
1907,5,27,29
1908,5,27,28
1909,5,26,28
1910,6,26,28
1911,6,26,29
1912,6,26,29
1913,6,25,29
1914,7,25,29
1915,7,25,29
1916,6,25,29
1917,6,25,30
1918,5,25,30
1919,5,26,30
1920,5,26,30
1921,5,26,31
1922,5,26,30
1923,5,26,30
1924,5,26,30
1925,5,26,30
1926,5,25,30
1927,5,24,30
1928,5,24,30
1929,5,24,29
1930,5,24,29
1931,5,25,29
1932,5,25,29
1933,5,25,28
1934,5,25,29
1935,5,25,29
1936,5,24,29
1937,5,24,29
1938,5,24,29
1939,5,24,29
1940,5,24,29
1941,5,24,28
1942,5,24,28
1943,4,24,28
1944,4,24,29
1945,4,24,29
1946,4,24,29
1947,4,25,29
1948,4,24,29
1949,4,23,29
1950,4,23,28
1951,4,23,29
1952,4,23,29
1953,4,23,29
1954,4,23,29
1955,4,23,29
1956,4,24,29
1957,4,24,28
1958,4,24,28
1959,4,24,28
1960,4,24,29
1961,4,25,29
1962,4,25,30
1963,4,25,30
1964,4,25,30
1965,4,26,30
1966,4,26,30
1967,4,26,31
1968,4,26,31
1969,4,27,31
1970,4,27,32
1971,4,28,32
1972,4,28,31
1973,4,29,31
1974,4,29,31
1975,4,29,30
1976,4,29,31
1977,4,29,31
1978,4,29,32
1979,4,29,33
1980,4,30,33
1981,4,29,33
1982,4,29,32
1983,4,28,32
1984,4,28,33
1985,4,28,32
1986,4,28,32
1987,4,28,31
1988,4,27,31
1989,4,26,31
1990,4,26,31
1991,4,27,31
1992,4,27,31
1993,4,26,31
1994,4,26,31
1995,4,26,31
1996,4,26,30
1997,4,26,30
1998,4,26,29
1999,4,26,29
2000,4,26,30
2001,4,26,30
2002,4,26,30
2003,4,26,30
2004,4,26,30
2005,4,26,30
2006,4,26,30
2007,4,26,30
2008,4,26,29
2009,4,26,29
2010,4,27,29
2011,4,27,29
2012,4,28,29
2013,4,28,29
2014,4,28,29
2015,4,28,29
2016,4,29,29
2017,4,29,29
2018,4,29,29
2019,4,28,29
2020,4,27,29
2021,4,28,29
2022,4,28,30
2023,4,29,30
2024,4,28,30
2025,4,28,30
2026,4,28,29
2027,4,29,29
2028,4,29,28
2029,4,29,28
2030,4,29,28
2031,5,29,28
2032,5,29,28
2033,5,28,28
2034,5,29,28
2035,5,29,28
2036,5,30,28
2037,5,29,28
2038,5,29,27
2039,5,29,27
2040,5,29,27
2041,5,29,27
2042,5,29,28
2043,6,29,28
2044,6,29,28
2045,6,29,27
2046,6,29,26
2047,6,29,25
2048,6,29,25
2049,6,29,24
2050,6,29,25
2051,6,29,25
2052,6,29,24
2053,6,28,24
2054,6,27,24
2055,6,28,24
2056,6,28,23
2057,6,29,23
2058,6,29,23
2059,6,29,23
2060,6,29,23
2061,6,29,23
2062,6,29,23
2063,6,29,22
2064,6,28,22
2065,6,28,23
2066,6,28,23
2067,6,27,23
2068,6,28,23
2069,6,28,22
2070,5,28,22
2071,5,28,22
2072,5,28,23
2073,5,28,22
2074,5,29,22
2075,5,29,22
2076,5,29,23
2077,5,29,24
2078,5,29,24
2079,5,29,24
2080,5,29,25
2081,5,29,25
2082,5,29,24
2083,5,30,24
2084,4,30,24
2085,4,30,24
2086,4,30,24
2087,5,30,24
2088,5,30,25
2089,5,30,24
2090,5,29,24
2091,5,29,24
2092,5,30,24
2093,5,30,24
2094,5,30,24
2095,5,31,24
2096,5,31,24
2097,5,31,24
2098,5,31,24
2099,5,30,24
2100,5,29,24
2101,5,29,24
2102,6,29,24
2103,6,29,23
2104,6,28,23
2105,6,28,22
2106,6,29,22
2107,6,29,22
2108,6,29,23
2109,6,29,23
2110,6,29,22
2111,6,29,23
2112,6,29,23
2113,6,29,23
2114,6,28,23
2115,6,28,22
2116,6,27,22
2117,6,27,22
2118,5,27,22
2119,5,26,22
2120,6,26,22
2121,6,25,22
2122,6,25,21
2123,6,25,20
2124,6,24,20
2125,6,24,20
2126,6,23,20
2127,6,23,20
2128,6,23,20
2129,6,24,20
2130,6,24,20
2131,6,25,20
2132,6,26,20
2133,6,25,20
2134,6,25,20
2135,6,25,20
2136,6,24,20
2137,6,24,21
2138,6,24,21
2139,6,24,21
2140,7,24,21
2141,7,24,22
2142,7,25,22
2143,7,25,22
2144,7,25,22
2145,7,25,22
2146,7,25,22
2147,7,24,22
2148,7,24,22
2149,7,24,23
2150,7,24,22
2151,8,24,22
2152,7,24,22
2153,8,24,22
2154,8,24,22
2155,8,24,21
2156,8,25,21
2157,8,25,20
2158,8,24,20
2159,8,24,20
2160,8,24,20
2161,8,25,20
2162,8,25,20
2163,8,25,21
2164,8,26,21
2165,8,26,21
2166,8,26,21
2167,8,26,21
2168,8,26,22
2169,8,26,22
2170,8,27,22
2171,8,27,21
2172,8,27,21
2173,8,27,21
2174,8,28,21
2175,8,29,21
2176,8,29,21
2177,8,29,21
2178,8,29,21
2179,8,29,21
2180,8,28,21
2181,8,28,20
2182,8,28,20
2183,8,28,20
2184,8,28,20
2185,8,28,20
2186,8,28,21
2187,8,28,21
2188,8,28,21
2189,8,28,21
2190,8,28,22
2191,8,28,22
2192,8,28,22
2193,8,28,22
2194,8,29,22
2195,8,29,23
2196,8,29,23
2197,8,29,23
2198,8,29,23
2199,8,29,23
2200,8,29,23
2201,8,30,23
2202,8,30,22
2203,8,31,22
2204,8,31,22
2205,8,31,22
2206,8,31,23
2207,8,30,23
2208,8,30,23
2209,8,31,23
2210,8,32,23
2211,8,32,23
2212,8,32,24
2213,8,32,24
2214,8,32,24
2215,9,32,24
2216,9,31,24
2217,9,30,24
2218,9,30,24
2219,9,31,24
2220,9,31,24
2221,9,31,24
2222,9,30,24
2223,9,30,24
2224,9,31,24
2225,9,31,24
2226,9,30,24
2227,9,31,24
2228,9,31,24
2229,9,31,24
2230,9,31,24
2231,10,31,24
2232,10,31,23
2233,10,31,23
2234,10,31,23
2235,10,31,24
2236,10,31,24
2237,10,32,24
2238,10,32,24
2239,10,32,24
2240,10,32,25
2241,10,31,25
2242,10,31,25
2243,10,31,25
2244,10,31,25
2245,10,31,24
2246,10,31,24
2247,10,31,24
2248,10,31,24
2249,10,31,24
2250,10,32,24
2251,10,32,24
2252,10,31,24
2253,10,31,23
2254,10,31,23
2255,9,31,23
2256,9,31,23
2257,9,31,23
2258,9,30,23
2259,9,31,23
2260,9,31,22
2261,9,31,22
2262,9,31,22
2263,9,30,22
2264,9,30,21
2265,9,30,20
2266,9,29,20
2267,9,29,20
2268,9,29,20
2269,9,29,21
2270,9,29,20
2271,9,29,20
2272,9,29,21
2273,9,28,21
2274,9,27,21
2275,8,27,21
2276,8,27,21
2277,7,27,21
2278,7,27,21
2279,7,27,20
2280,7,26,20
2281,7,25,20
2282,7,25,20
2283,7,26,20
2284,7,26,20
2285,7,26,21
2286,7,26,21
2287,7,26,20
2288,7,26,20
2289,7,26,19
2290,7,26,19
2291,7,26,18
2292,6,26,18
2293,6,26,18
2294,6,26,19
2295,6,26,19
2296,6,27,19
2297,6,27,19
2298,6,27,20
2299,6,28,20
2300,6,28,20
2301,6,28,20
2302,6,28,21
2303,6,29,21
2304,6,29,21
2305,6,30,21
2306,6,30,21
2307,6,31,21
2308,6,31,21
2309,6,31,20
2310,7,31,20
2311,7,32,20
2312,7,32,20
2313,7,32,19
2314,7,32,18
2315,7,31,18
2316,7,32,18
2317,7,32,18
2318,7,32,18
2319,7,32,18
2320,7,32,19
2321,7,32,19
2322,7,31,19
2323,7,32,19
2324,7,32,20
2325,7,32,21
2326,7,32,21
2327,7,32,21
2328,7,32,21
2329,7,32,21
2330,7,32,21
2331,7,32,21
2332,7,32,22
2333,7,32,23
2334,7,32,23
2335,7,32,23
2336,7,32,23
2337,7,33,23
2338,7,33,23
2339,7,33,22
2340,7,33,22
2341,7,33,21
2342,7,33,21
2343,7,33,22
2344,7,33,22
2345,7,32,22
2346,7,32,23
2347,7,32,22
2348,7,32,22
2349,7,32,23
2350,7,32,23
2351,7,31,23
2352,7,31,23
2353,7,32,23
2354,7,32,22
2355,7,32,21
2356,7,32,21
2357,7,32,21
2358,7,32,21
2359,7,32,21
2360,7,31,21
2361,7,31,21
2362,7,30,21
2363,7,30,21
2364,7,30,21
2365,7,30,21
2366,7,30,21
2367,7,29,21
2368,7,29,21
2369,7,29,22
2370,6,29,22
2371,6,29,21
2372,6,28,21
2373,6,28,20
2374,6,29,20
2375,6,29,20
2376,6,29,20
2377,7,29,20
2378,7,29,20
2379,7,30,20
2380,7,29,20
2381,7,29,20
2382,7,29,20
2383,7,29,20
2384,7,29,19
2385,7,29,19
2386,7,29,19
2387,7,29,20
2388,7,29,20
2389,7,29,20
2390,7,29,21
2391,6,29,21
2392,6,30,21
2393,6,30,22
2394,6,30,23
2395,6,30,23
2396,6,30,22
2397,6,30,22
2398,6,30,22
2399,6,30,22
2400,6,31,22
2401,6,32,22
2402,6,32,22
2403,6,32,22
2404,6,31,22
2405,6,31,22
2406,6,31,22
2407,6,31,22
2408,6,31,22
2409,7,31,22
2410,7,31,22
2411,7,31,22
2412,7,31,22
2413,7,31,22
2414,7,31,22
2415,7,31,21
2416,7,32,21
2417,7,33,21
2418,7,33,21
2419,7,34,21
2420,7,33,21
2421,7,34,21
2422,7,34,21
2423,7,34,22
2424,7,34,22
2425,7,34,22
2426,7,34,22
2427,7,34,22
2428,7,34,23
2429,7,34,23
2430,7,34,23
2431,7,34,24
2432,7,34,24
2433,7,34,24
2434,7,34,24
2435,7,33,24
2436,7,33,23
2437,7,33,23
2438,7,33,23
2439,7,32,23
2440,7,32,23
2441,7,32,24
2442,7,32,24
2443,7,32,24
2444,7,32,25
2445,7,32,25
2446,7,31,25
2447,7,31,25
2448,7,31,25
2449,7,31,25
2450,7,31,25
2451,7,30,25
2452,7,31,25
2453,7,31,25
2454,7,32,25
2455,7,32,25
2456,7,33,25
2457,7,33,25
2458,7,33,25
2459,7,34,25
2460,7,33,25
2461,6,33,25
2462,6,33,24
2463,6,33,24
2464,6,33,24
2465,6,34,24
2466,6,34,24
2467,6,33,24
2468,6,33,25
2469,6,33,25
2470,6,33,25
2471,6,33,26
2472,6,33,26
2473,6,33,25
2474,6,34,25
2475,6,34,25
2476,6,35,25
2477,6,35,26
2478,6,34,26
2479,6,34,25
2480,6,33,25
2481,6,32,25
2482,6,32,25
2483,6,33,25
2484,6,32,25
2485,6,32,24
2486,6,32,24
2487,6,32,24
2488,6,32,23
2489,6,32,23
2490,6,32,23
2491,6,32,23
2492,6,32,24
2493,6,32,25
2494,7,32,25
2495,7,32,26
2496,7,33,26
2497,7,33,26
2498,7,33,26
2499,7,34,26
2500,7,34,26
2501,7,33,26
2502,7,33,27
2503,7,33,28
2504,7,32,28
2505,7,32,28
2506,7,32,27
2507,7,32,26
2508,7,32,26
2509,7,32,26
2510,7,32,26
2511,7,33,26
2512,7,33,27
2513,7,33,27
2514,7,33,26
2515,7,33,25
2516,7,33,26
2517,7,33,25
2518,7,33,24
2519,7,33,24
2520,8,33,24
2521,8,33,24
2522,8,33,23
2523,8,33,23
2524,8,33,22
2525,8,33,22
2526,8,33,22
2527,7,33,22
2528,7,33,22
2529,6,33,22
2530,6,33,22
2531,6,33,22
2532,6,33,21
2533,6,33,21
2534,6,33,21
2535,6,33,21
2536,6,34,21
2537,6,34,20
2538,6,34,20
2539,6,34,20
2540,6,34,20
2541,6,34,20
2542,6,34,20
2543,6,33,20
2544,6,33,20
2545,6,33,21
2546,6,33,21
2547,6,33,21
2548,7,33,21
2549,7,32,21
2550,7,32,20
2551,7,32,20
2552,7,32,20
2553,7,33,20
2554,7,33,20
2555,7,33,20
2556,7,33,20
2557,7,33,20
2558,7,33,20
2559,7,33,20
2560,7,33,20
2561,7,33,20
2562,7,32,20
2563,7,32,20
2564,7,32,20
2565,7,32,20
2566,7,33,20
2567,7,33,20
2568,7,33,20
2569,7,33,20
2570,7,33,20
2571,7,33,21
2572,7,33,21
2573,7,33,21
2574,7,33,20
2575,7,33,19
2576,7,34,19
2577,7,34,20
2578,7,34,20
2579,7,34,20
2580,7,35,20
2581,7,35,20
2582,7,35,20
2583,6,35,20
2584,6,36,20
2585,6,35,20
2586,6,35,20
2587,6,35,20
2588,6,35,20
2589,6,35,20
2590,6,35,20
2591,5,35,20
2592,5,35,20
2593,5,35,20
2594,5,34,20
2595,5,34,19
2596,5,34,19
2597,5,34,20
2598,5,34,21
2599,5,34,21
2600,5,34,21
2601,6,34,21
2602,6,34,21
2603,6,33,21
2604,6,33,22
2605,6,32,22
2606,6,32,23
2607,6,32,23
2608,6,32,23
2609,6,32,23
2610,6,32,23
2611,6,32,23
2612,6,31,23
2613,6,31,24
2614,6,30,24
2615,6,30,25
2616,6,30,25
2617,6,30,26
2618,6,29,26
2619,6,28,26
2620,6,29,26
2621,6,29,26
2622,5,29,26
2623,5,29,26
2624,5,28,26
2625,5,28,26
2626,5,28,26
2627,5,28,26
2628,5,28,26
2629,5,28,26
2630,5,28,26
2631,5,28,26
2632,5,28,26
2633,5,29,26
2634,5,29,26
2635,5,30,26
2636,5,31,26
2637,5,31,27
2638,6,31,27
2639,6,32,27
2640,6,32,26
2641,6,32,26
2642,6,32,26
2643,6,31,26
2644,6,31,26
2645,6,31,26
2646,6,31,26
2647,6,31,25
2648,6,31,25
2649,6,31,25
2650,6,31,25
2651,6,31,25
2652,6,31,25
2653,6,31,24
2654,6,31,25
2655,6,31,25
2656,6,31,24
2657,6,31,24
2658,6,32,24
2659,6,32,24
2660,6,32,25
2661,6,32,25
2662,6,32,25
2663,6,32,26
2664,6,32,26
2665,6,32,25
2666,6,32,24
2667,6,32,24
2668,5,32,24
2669,5,32,25
2670,5,32,26
2671,5,32,27
2672,6,32,27
2673,6,32,27
2674,6,32,27
2675,6,32,27
2676,6,32,26
2677,6,32,26
2678,6,32,27
2679,6,33,27
2680,6,33,27
2681,6,33,27
2682,6,33,27
2683,6,33,27
2684,6,33,26
2685,6,33,26
2686,6,34,26
2687,6,34,26
2688,6,34,26
2689,6,34,26
2690,6,34,26
2691,6,34,26
2692,6,34,26
2693,6,34,26
2694,6,34,26
2695,6,34,26
2696,6,34,26
2697,7,34,26
2698,7,34,26
2699,6,34,26
2700,6,33,26
2701,6,33,26
2702,6,33,26
2703,6,33,26
2704,6,33,27
2705,6,32,27
2706,6,32,27
2707,6,32,27
2708,6,32,27
2709,6,32,27
2710,6,31,27
2711,6,31,27
2712,6,31,27
2713,6,32,27
2714,6,32,26
2715,6,32,25
2716,6,32,25
2717,6,32,25
2718,6,32,25
2719,6,32,25
2720,6,33,25
2721,6,33,25
2722,6,33,25
2723,6,33,25
2724,6,32,25
2725,6,32,25
2726,6,32,26
2727,5,32,26
2728,5,32,26
2729,5,31,26
2730,5,31,26
2731,5,31,25
2732,5,31,25
2733,5,31,25
2734,5,31,25
2735,5,31,24
2736,4,31,24
2737,4,31,23
2738,4,32,23
2739,4,32,23
2740,4,32,23
2741,4,32,23
2742,4,32,23
2743,4,32,24
2744,4,31,24
2745,4,31,25
2746,4,31,25
2747,4,30,25
2748,4,30,25
2749,4,30,24
2750,3,30,24
2751,4,30,24
2752,4,30,24
2753,4,31,24
2754,4,31,24
2755,4,31,24
2756,4,31,24
2757,4,31,24
2758,4,31,23
2759,4,31,23
2760,4,31,24
2761,4,31,25
2762,4,31,25
2763,4,31,25
2764,4,31,25
2765,4,31,25
2766,4,31,25
2767,4,31,25
2768,4,31,24
2769,4,30,24
2770,4,30,24
2771,4,30,24
2772,4,30,24
2773,4,30,24
2774,4,30,24
2775,4,29,24
2776,4,29,25
2777,4,28,25
2778,4,28,25
2779,4,28,25
2780,4,29,25
2781,4,29,25
2782,4,30,25
2783,4,30,25
2784,4,30,26
2785,4,30,26
2786,4,30,26
2787,4,30,27
2788,4,30,27
2789,4,29,27
2790,5,29,27
2791,5,29,28
2792,5,29,28
2793,5,29,27
2794,5,29,27
2795,5,29,27
2796,5,30,27
2797,5,30,27
2798,5,31,27
2799,5,31,27
2800,5,31,27
2801,5,30,27
2802,5,29,27
2803,5,29,27
2804,5,28,27
2805,5,28,27
2806,5,28,27
2807,5,28,27
2808,5,28,27
2809,5,28,27
2810,5,29,27
2811,5,29,26
2812,5,29,27
2813,5,29,27
2814,5,29,28
2815,5,28,28
2816,5,28,28
2817,5,28,29
2818,5,28,29
2819,5,28,29
2820,5,29,29
2821,5,29,29
2822,5,30,29
2823,5,30,29
2824,5,30,30
2825,5,30,30
2826,5,31,30
2827,5,31,30
2828,5,31,30
2829,5,31,31
2830,5,31,31
2831,5,31,31
2832,5,31,31
2833,5,31,31
2834,5,31,31
2835,5,31,31
2836,5,32,31
2837,5,32,31
2838,5,31,31
2839,5,32,31
2840,5,33,31
2841,5,33,31
2842,5,33,30
2843,5,32,30
2844,5,32,31
2845,5,33,31
2846,5,33,31
2847,5,33,31
2848,5,33,31
2849,5,33,31
2850,5,33,31
2851,5,33,31
2852,5,33,31
2853,5,33,31
2854,4,33,31
2855,4,32,31
2856,4,31,31
2857,4,30,31
2858,4,30,31
2859,4,30,31
2860,4,30,31
2861,4,30,32
2862,3,30,32
2863,3,30,32
2864,3,30,32
2865,3,30,32
2866,3,30,31
2867,2,30,31
2868,2,29,31
2869,2,29,31
2870,2,29,31
2871,2,29,31
2872,2,29,32
2873,2,29,32
2874,2,29,32
2875,3,29,32
2876,3,29,33
2877,3,28,33
2878,3,28,33
2879,3,28,34
2880,3,28,34
2881,3,28,34
2882,3,27,34
2883,3,27,34
2884,3,27,34
2885,3,27,34
2886,4,27,34
2887,4,28,34
2888,4,28,33
2889,4,28,32
2890,4,28,32
2891,4,28,32
2892,4,28,32
2893,4,28,32
2894,4,28,32
2895,4,27,32
2896,4,27,31
2897,4,28,31
2898,4,28,31
2899,4,28,30
2900,4,28,30
2901,4,28,30
2902,4,28,30
2903,4,28,30
2904,4,28,30
2905,4,28,30
2906,4,28,30
2907,4,28,30
2908,4,28,30
2909,4,28,30
2910,4,28,30
2911,4,27,30
2912,4,28,30
2913,4,28,30
2914,4,29,30
2915,4,29,30
2916,4,30,30
2917,4,30,30
2918,4,30,30
2919,4,29,30
2920,4,28,30
2921,4,28,30
2922,4,28,30
2923,4,28,30
2924,4,28,30
2925,4,28,30
2926,4,28,30
2927,4,28,30
2928,4,27,30
2929,4,27,30
2930,4,26,30
2931,4,25,30
2932,4,25,31
2933,4,26,31
2934,4,26,31
2935,4,27,31
2936,4,27,31
2937,4,27,30
2938,4,28,30
2939,3,28,30
2940,3,28,29
2941,3,29,29
2942,3,29,29
2943,3,29,29
2944,3,30,29
2945,3,30,29
2946,3,29,29
2947,3,29,28
2948,3,29,27
2949,3,30,27
2950,3,30,26
2951,3,30,26
2952,3,30,26
2953,3,31,26
2954,3,31,26
2955,2,31,26
2956,2,31,25
2957,3,31,25
2958,3,31,25
2959,3,30,25
2960,3,30,25
2961,3,30,25
2962,4,30,25
2963,4,30,24
2964,4,30,24
2965,4,30,25
2966,4,29,25
2967,4,28,25
2968,4,28,25
2969,4,28,25
2970,4,28,26
2971,4,28,27
2972,4,28,27
2973,4,28,28
2974,4,28,28
2975,4,28,27
2976,4,28,27
2977,4,28,28
2978,4,28,27
2979,4,28,27
2980,4,28,27
2981,4,28,27
2982,4,27,27
2983,4,27,27
2984,4,27,27
2985,4,27,27
2986,4,27,27
2987,4,27,28
2988,4,27,29
2989,4,27,29
2990,4,27,29
2991,4,27,29
2992,4,27,28
2993,4,27,28
2994,4,27,28
2995,4,26,28
2996,3,26,28
2997,3,26,28
2998,3,27,28
2999,3,27,29
3000,3,27,28
3001,3,27,28
3002,3,27,28
3003,3,27,28
3004,3,28,28
3005,3,28,28
3006,3,28,28
3007,3,28,27
3008,3,28,28
3009,3,28,29
3010,3,27,29
3011,3,27,29
3012,3,28,29
3013,3,28,29
3014,3,28,29
3015,3,27,29
3016,3,27,30
3017,3,28,30
3018,3,28,30
3019,3,28,30
3020,3,28,30
3021,3,28,30
3022,3,28,31
3023,3,28,31
3024,3,28,31
3025,3,28,31
3026,3,29,31
3027,3,29,31
3028,3,29,31
3029,3,29,32
3030,3,29,32
3031,3,29,32
3032,3,29,32
3033,3,29,31
3034,3,29,31
3035,3,29,31
3036,3,29,31
3037,3,29,31
3038,3,29,31
3039,3,29,31
3040,3,29,30
3041,3,29,30
3042,3,29,30
3043,3,29,30
3044,3,30,30
3045,3,30,30
3046,3,30,29
3047,3,30,28
3048,3,30,28
3049,3,30,28
3050,3,30,27
3051,3,30,28
3052,3,31,28
3053,3,31,28
3054,3,31,28
3055,3,31,28
3056,3,31,29
3057,3,31,29
3058,3,30,29
3059,3,30,29
3060,4,30,29
3061,4,30,29
3062,4,30,29
3063,4,30,29
3064,4,30,29
3065,4,30,30
3066,4,30,30
3067,4,30,30
3068,4,29,30
3069,4,28,30
3070,4,28,31
3071,4,28,31
3072,4,28,30
3073,4,28,31
3074,4,28,31
3075,4,28,31
3076,4,28,31
3077,4,29,31
3078,4,29,31
3079,4,29,31
3080,4,30,31
3081,4,30,31
3082,4,30,31
3083,4,31,31
3084,4,31,31
3085,4,31,31
3086,4,30,31
3087,4,31,31
3088,4,30,31
3089,4,29,31
3090,4,29,31
3091,4,29,31
3092,4,29,31
3093,4,29,31
3094,4,29,30
3095,4,29,29
3096,4,28,29
3097,4,28,29
3098,4,28,29
3099,4,28,29
3100,4,28,29
3101,4,28,29
3102,4,29,29
3103,4,29,28
3104,4,29,28
3105,3,29,28
3106,3,29,28
3107,3,29,28
3108,4,29,28
3109,4,29,27
3110,4,29,26
3111,4,29,26
3112,4,29,26
3113,4,30,26
3114,4,30,27
3115,4,29,27
3116,4,29,26
3117,4,29,27
3118,4,28,27
3119,4,29,27
3120,4,29,27
3121,4,29,27
3122,4,29,27
3123,4,29,27
3124,4,29,27
3125,4,29,27
3126,4,28,27
3127,4,28,27
3128,4,27,27
3129,4,27,27
3130,4,27,27
3131,4,28,27
3132,4,28,27
3133,4,29,27
3134,4,29,27
3135,4,28,27
3136,4,28,27
3137,4,27,27
3138,4,27,27
3139,4,27,28
3140,4,27,28
3141,4,27,28
3142,4,27,27
3143,4,27,28
3144,4,27,27
3145,4,27,27
3146,4,27,27
3147,4,27,27
3148,4,27,27
3149,4,27,28
3150,3,27,28
3151,3,26,28
3152,3,26,28
3153,3,26,28
3154,3,26,28
3155,3,25,28
3156,3,24,28
3157,3,23,28
3158,3,23,28
3159,3,23,28
3160,3,23,28
3161,3,22,28
3162,3,22,28
3163,3,22,28
3164,3,22,27
3165,3,22,27
3166,3,22,27
3167,3,22,26
3168,3,22,26
3169,3,23,26
3170,3,23,25
3171,3,23,25
3172,3,23,24
3173,3,23,24
3174,3,23,24
3175,3,23,24
3176,3,24,24
3177,3,24,25
3178,3,24,25
3179,3,24,25
3180,3,24,25
3181,3,25,25
3182,4,25,25
3183,4,26,25
3184,4,26,25
3185,4,26,25
3186,4,26,25
3187,4,26,25
3188,4,26,26
3189,4,26,26
3190,4,26,27
3191,4,26,27
3192,4,26,26
3193,4,26,26
3194,4,27,26
3195,4,27,26
3196,4,27,26
3197,4,27,26
3198,4,27,26
3199,4,27,26
3200,4,27,26
3201,4,27,26
3202,4,27,26
3203,4,28,26
3204,4,27,26
3205,4,27,25
3206,4,26,25
3207,4,27,25
3208,4,28,25
3209,4,29,25
3210,4,29,24
3211,4,29,24
3212,4,29,24
