100,100,2.048
10,100,2.050
11,100,2.173
12,100,2.286
13,100,2.231
14,100,2.249
15,100,2.261
16,100,2.459
17,100,2.406
18,100,2.323
19,100,2.371
1,100,1.446
20,100,2.232
21,100,2.313
22,100,2.259
23,100,2.289
24,100,2.167
25,100,2.179
26,100,2.351
27,100,2.411
28,100,2.349
29,100,2.273
2,100,1.955
30,100,2.356
31,100,2.277
32,100,2.474
33,100,2.377
34,100,2.590
35,100,2.366
36,100,2.372
37,100,2.213
38,100,2.186
39,100,2.351
3,100,2.106
40,100,2.385
41,100,2.360
42,100,2.272
43,100,2.206
44,100,2.367
45,100,2.368
46,100,2.339
47,100,2.484
48,100,2.070
49,100,2.478
4,100,2.284
50,100,2.254
51,100,2.413
52,100,2.309
53,100,2.290
54,100,2.247
55,100,2.298
56,100,2.207
57,100,2.156
58,100,2.145
59,100,2.178
5,100,2.096
60,100,2.178
61,100,2.355
62,100,2.136
63,100,1.981
64,100,2.173
65,100,2.114
66,100,2.285
67,100,2.140
68,100,2.248
69,100,2.201
6,100,2.174
70,100,2.321
71,100,2.112
72,100,2.258
73,100,2.257
74,100,1.995
75,100,2.258
76,100,1.994
77,100,2.000
78,100,2.194
79,100,2.194
7,100,2.068
80,100,2.103
81,100,2.077
82,100,2.136
83,100,2.015
84,100,2.132
85,100,2.163
86,100,2.028
87,100,2.025
88,100,2.086
89,100,2.029
8,100,2.218
90,100,2.237
91,100,2.059
92,100,2.199
93,100,2.041
94,100,2.211
95,100,2.186
96,100,2.041
97,100,2.042
98,100,2.046
99,100,2.046
9,100,2.324
