100,100,2.352
10,100,2.201
11,100,2.251
12,100,2.129
13,100,2.148
14,100,2.314
15,100,2.186
16,100,2.263
17,100,2.255
18,100,2.270
19,100,2.422
1,100,1.511
20,100,2.378
21,100,2.235
22,100,2.398
23,100,2.302
24,100,2.171
25,100,2.380
26,100,2.246
27,100,2.276
28,100,2.211
29,100,2.346
2,100,1.456
30,100,2.529
31,100,2.250
32,100,2.264
33,100,2.471
34,100,2.306
35,100,2.291
36,100,2.199
37,100,2.430
38,100,2.341
39,100,2.293
3,100,1.838
40,100,2.339
41,100,2.353
42,100,2.314
44,100,2.252
45,100,2.265
46,100,2.297
47,100,2.260
48,100,2.334
49,100,2.326
4,100,1.972
50,100,2.411
51,100,2.334
52,100,2.264
53,100,2.376
54,100,2.289
55,100,2.229
56,100,2.319
57,100,2.360
58,100,2.561
59,100,2.231
5,100,2.018
60,100,2.239
61,100,2.282
62,100,2.256
63,100,2.303
64,100,2.222
65,100,2.351
66,100,2.309
67,100,2.261
68,100,2.251
69,100,2.222
6,100,2.077
70,100,2.383
71,100,2.304
72,100,2.268
73,100,2.372
74,100,2.333
75,100,2.398
76,100,2.333
77,100,2.199
78,100,2.298
79,100,2.352
7,100,2.163
80,100,2.267
81,100,2.448
82,100,2.292
83,100,2.322
84,100,2.510
85,100,2.211
87,100,2.786
88,100,2.405
89,100,2.317
8,100,2.229
90,100,2.443
91,100,2.313
92,100,2.411
93,100,2.381
94,100,2.363
95,100,2.395
96,100,2.379
97,100,2.388
98,100,2.329
99,100,2.288
9,100,2.214
