generation,population ,production rate,slow codon speed,ratio,change in production rate
50,popA,2.474,32,0.32,0
0,popB,2.244,33,0.33,0
1,popA,2.244,33,0.33,0
2,popB,2.244,33,0.33,0
3,popB,2.244,33,0.33,0
4,popA,2.244,33,0.33,0
5,popB,2.244,33,0.33,0
6,popB,2.244,33,0.33,0
7,popB,2.244,33,0.33,0
8,popB,2.305,33,0.33,0.061
9,popA,2.305,33,0.33,0
10,popB,2.305,33,0.33,0
11,popA,2.305,33,0.33,0
12,popB,2.305,33,0.33,0
13,popB,2.305,33,0.33,0
14,popB,2.305,33,0.33,0
15,popB,2.354,33,0.33,0.049
16,popA,2.354,33,0.33,0
17,popB,2.354,33,0.33,0
18,popA,2.354,33,0.33,0
19,popB,2.354,33,0.33,0
20,popB,2.354,33,0.33,0
21,popA,2.354,33,0.33,0
22,popB,2.354,33,0.33,0
23,popB,2.354,33,0.33,0
24,popA,2.354,33,0.33,0
25,popB,2.354,33,0.33,0
26,popA,2.354,33,0.33,0
27,popB,2.354,33,0.33,0
28,popA,2.354,33,0.33,0
29,popA,2.354,33,0.33,0
30,popB,2.354,33,0.33,0
31,popA,2.354,33,0.33,0
32,popA,2.354,33,0.33,0
33,popB,2.354,33,0.33,0
34,popA,2.354,33,0.33,0
35,popB,2.354,33,0.33,0
36,popB,2.354,33,0.33,0
37,popA,2.354,33,0.33,0
38,popA,2.354,33,0.33,0
39,popB,2.354,33,0.33,0
40,popB,2.354,33,0.33,0
41,popA,2.354,33,0.33,0
42,popA,2.354,33,0.33,0
43,popB,2.377,33,0.33,0.023
44,popB,2.377,33,0.33,0
45,popB,2.377,33,0.33,0
46,popB,2.377,33,0.33,0
47,popB,2.377,33,0.33,0
48,popA,2.377,33,0.33,0
49,popA,2.377,33,0.33,0
50,popB,2.377,33,0.33,0
0,popB,2.002,34,0.34,0
1,popB,2.002,34,0.34,0
2,popB,2.033,34,0.34,0.031
3,popB,2.234,34,0.34,0.201
4,popB,2.234,34,0.34,0
5,popB,2.234,34,0.34,0
6,popB,2.234,34,0.34,0
7,popB,2.234,34,0.34,0
8,popB,2.253,34,0.34,0.019
9,popB,2.253,34,0.34,0
10,popA,2.253,34,0.34,0
11,popB,2.253,34,0.34,0
12,popA,2.253,34,0.34,0
13,popB,2.391,34,0.34,0.138
14,popB,2.59,34,0.34,0.199
15,popA,2.59,34,0.34,0
16,popB,2.59,34,0.34,0
17,popA,2.59,34,0.34,0
18,popA,2.59,34,0.34,0
19,popB,2.59,34,0.34,0
20,popB,2.59,34,0.34,0
21,popA,2.59,34,0.34,0
22,popB,2.59,34,0.34,0
23,popA,2.59,34,0.34,0
24,popB,2.59,34,0.34,0
25,popB,2.59,34,0.34,0
26,popA,2.59,34,0.34,0
27,popA,2.59,34,0.34,0
28,popA,2.59,34,0.34,0
29,popB,2.59,34,0.34,0
30,popA,2.59,34,0.34,0
31,popB,2.59,34,0.34,0
32,popA,2.59,34,0.34,0
33,popB,2.59,34,0.34,0
34,popA,2.59,34,0.34,0
35,popA,2.59,34,0.34,0
36,popA,2.59,34,0.34,0
37,popA,2.59,34,0.34,0
38,popB,2.59,34,0.34,0
39,popB,2.59,34,0.34,0
40,popB,2.59,34,0.34,0
41,popB,2.59,34,0.34,0
42,popB,2.59,34,0.34,0
43,popB,2.59,34,0.34,0
44,popB,2.59,34,0.34,0
45,popB,2.59,34,0.34,0
46,popA,2.59,34,0.34,0
47,popA,2.59,34,0.34,0
48,popB,2.59,34,0.34,0
49,popB,2.59,34,0.34,0
50,popB,2.59,34,0.34,0
0,popB,2.139,35,0.35,0
1,popA,2.139,35,0.35,0
2,popA,2.139,35,0.35,0
3,popB,2.229,35,0.35,0.09
4,popB,2.229,35,0.35,0
5,popA,2.229,35,0.35,0
6,popB,2.229,35,0.35,0
7,popA,2.229,35,0.35,0
8,popB,2.229,35,0.35,0
9,popA,2.229,35,0.35,0
10,popB,2.229,35,0.35,0
11,popB,2.229,35,0.35,0
12,popB,2.229,35,0.35,0
13,popB,2.229,35,0.35,0
14,popB,2.366,35,0.35,0.137
15,popA,2.366,35,0.35,0
16,popA,2.366,35,0.35,0
17,popA,2.366,35,0.35,0
18,popA,2.366,35,0.35,0
19,popB,2.366,35,0.35,0
20,popB,2.366,35,0.35,0
21,popB,2.366,35,0.35,0
22,popA,2.366,35,0.35,0
23,popA,2.366,35,0.35,0
24,popB,2.366,35,0.35,0
25,popB,2.366,35,0.35,0
26,popB,2.366,35,0.35,0
27,popB,2.366,35,0.35,0
28,popB,2.366,35,0.35,0
29,popA,2.366,35,0.35,0
30,popA,2.366,35,0.35,0
31,popA,2.366,35,0.35,0
32,popA,2.366,35,0.35,0
33,popB,2.366,35,0.35,0
34,popB,2.366,35,0.35,0
35,popA,2.366,35,0.35,0
36,popB,2.366,35,0.35,0
37,popB,2.366,35,0.35,0
38,popA,2.366,35,0.35,0
39,popB,2.366,35,0.35,0
40,popB,2.366,35,0.35,0
41,popB,2.366,35,0.35,0
42,popB,2.366,35,0.35,0
43,popB,2.366,35,0.35,0
44,popB,2.366,35,0.35,0
45,popB,2.366,35,0.35,0
46,popB,2.366,35,0.35,0
47,popB,2.366,35,0.35,0
48,popA,2.366,35,0.35,0
49,popB,2.366,35,0.35,0
50,popB,2.366,35,0.35,0
0,popB,2.048,36,0.36,0
1,popB,2.048,36,0.36,0
2,popB,2.293,36,0.36,0.245
3,popA,2.293,36,0.36,0
4,popB,2.293,36,0.36,0
5,popB,2.298,36,0.36,0.005
6,popB,2.298,36,0.36,0
7,popB,2.298,36,0.36,0
8,popA,2.298,36,0.36,0
9,popB,2.298,36,0.36,0
10,popB,2.298,36,0.36,0
11,popA,2.298,36,0.36,0
12,popB,2.321,36,0.36,0.023
13,popB,2.321,36,0.36,0
14,popB,2.321,36,0.36,0
15,popB,2.372,36,0.36,0.051
16,popA,2.372,36,0.36,0
17,popB,2.372,36,0.36,0
18,popA,2.372,36,0.36,0
19,popA,2.372,36,0.36,0
20,popB,2.372,36,0.36,0
21,popB,2.372,36,0.36,0
22,popB,2.372,36,0.36,0
23,popB,2.372,36,0.36,0
24,popB,2.372,36,0.36,0
25,popA,2.372,36,0.36,0
26,popA,2.372,36,0.36,0
27,popB,2.372,36,0.36,0
28,popA,2.372,36,0.36,0
29,popB,2.372,36,0.36,0
30,popA,2.372,36,0.36,0
31,popB,2.372,36,0.36,0
32,popB,2.372,36,0.36,0
33,popB,2.372,36,0.36,0
34,popB,2.372,36,0.36,0
35,popA,2.372,36,0.36,0
36,popA,2.372,36,0.36,0
37,popA,2.372,36,0.36,0
38,popA,2.372,36,0.36,0
39,popA,2.372,36,0.36,0
40,popB,2.372,36,0.36,0
41,popB,2.372,36,0.36,0
42,popA,2.372,36,0.36,0
43,popA,2.372,36,0.36,0
44,popB,2.372,36,0.36,0
45,popB,2.372,36,0.36,0
46,popB,2.372,36,0.36,0
47,popB,2.372,36,0.36,0
48,popA,2.372,36,0.36,0
49,popA,2.372,36,0.36,0
50,popB,2.372,36,0.36,0
0,popA,2.034,37,0.37,0
1,popB,2.097,37,0.37,0.063
2,popB,2.097,37,0.37,0
3,popB,2.097,37,0.37,0
4,popB,2.097,37,0.37,0
5,popB,2.097,37,0.37,0
6,popB,2.133,37,0.37,0.036
7,popA,2.133,37,0.37,0
8,popA,2.133,37,0.37,0
9,popB,2.133,37,0.37,0
10,popB,2.133,37,0.37,0
11,popB,2.133,37,0.37,0
12,popB,2.133,37,0.37,0
13,popB,2.133,37,0.37,0
14,popB,2.157,37,0.37,0.024
15,popA,2.157,37,0.37,0
16,popA,2.157,37,0.37,0
17,popB,2.169,37,0.37,0.012
18,popB,2.169,37,0.37,0
19,popB,2.169,37,0.37,0
20,popB,2.169,37,0.37,0
21,popB,2.169,37,0.37,0
22,popB,2.169,37,0.37,0
23,popB,2.169,37,0.37,0
24,popA,2.169,37,0.37,0
25,popA,2.169,37,0.37,0
26,popB,2.169,37,0.37,0
27,popB,2.177,37,0.37,0.008
28,popB,2.185,37,0.37,0.008
29,popB,2.185,37,0.37,0
30,popA,2.185,37,0.37,0
31,popB,2.202,37,0.37,0.017
32,popB,2.202,37,0.37,0
33,popA,2.202,37,0.37,0
34,popA,2.202,37,0.37,0
35,popA,2.202,37,0.37,0
36,popB,2.202,37,0.37,0
37,popA,2.202,37,0.37,0
38,popA,2.202,37,0.37,0
39,popB,2.202,37,0.37,0
40,popB,2.202,37,0.37,0
41,popB,2.202,37,0.37,0
42,popB,2.202,37,0.37,0
43,popA,2.202,37,0.37,0
44,popB,2.213,37,0.37,0.011
45,popB,2.213,37,0.37,0
46,popB,2.213,37,0.37,0
47,popB,2.213,37,0.37,0
48,popA,2.213,37,0.37,0
49,popA,2.213,37,0.37,0
50,popA,2.213,37,0.37,0
0,popB,2.048,38,0.38,0
1,popB,2.048,38,0.38,0
2,popB,2.048,38,0.38,0
3,popA,2.048,38,0.38,0
4,popB,2.048,38,0.38,0
5,popB,2.048,38,0.38,0
6,popB,2.048,38,0.38,0
7,popB,2.048,38,0.38,0
8,popB,2.048,38,0.38,0
9,popB,2.048,38,0.38,0
10,popB,2.069,38,0.38,0.021
11,popA,2.069,38,0.38,0
12,popB,2.069,38,0.38,0
13,popB,2.069,38,0.38,0
14,popB,2.069,38,0.38,0
15,popB,2.1,38,0.38,0.031
16,popB,2.1,38,0.38,0
17,popB,2.1,38,0.38,0
18,popB,2.1,38,0.38,0
19,popB,2.1,38,0.38,0
20,popB,2.161,38,0.38,0.061
21,popA,2.161,38,0.38,0
22,popA,2.161,38,0.38,0
23,popB,2.161,38,0.38,0
24,popA,2.161,38,0.38,0
25,popA,2.161,38,0.38,0
26,popB,2.161,38,0.38,0
27,popB,2.162,38,0.38,0.001
28,popB,2.162,38,0.38,0
29,popB,2.162,38,0.38,0
30,popA,2.162,38,0.38,0
31,popB,2.162,38,0.38,0
32,popB,2.162,38,0.38,0
33,popB,2.162,38,0.38,0
34,popB,2.186,38,0.38,0.024
35,popB,2.186,38,0.38,0
36,popA,2.186,38,0.38,0
37,popA,2.186,38,0.38,0
38,popB,2.186,38,0.38,0
39,popA,2.186,38,0.38,0
40,popA,2.186,38,0.38,0
41,popB,2.186,38,0.38,0
42,popB,2.186,38,0.38,0
43,popA,2.186,38,0.38,0
44,popA,2.186,38,0.38,0
45,popB,2.186,38,0.38,0
46,popB,2.186,38,0.38,0
47,popA,2.186,38,0.38,0
48,popB,2.186,38,0.38,0
49,popB,2.186,38,0.38,0
50,popB,2.186,38,0.38,0
0,popA,2.126,39,0.39,0
1,popB,2.144,39,0.39,0.018
2,popB,2.144,39,0.39,0
3,popA,2.144,39,0.39,0
4,popB,2.144,39,0.39,0
5,popB,2.144,39,0.39,0
6,popB,2.233,39,0.39,0.089
7,popB,2.233,39,0.39,0
8,popA,2.233,39,0.39,0
9,popB,2.233,39,0.39,0
10,popB,2.263,39,0.39,0.03
11,popB,2.263,39,0.39,0
12,popA,2.263,39,0.39,0
13,popB,2.263,39,0.39,0
14,popA,2.263,39,0.39,0
15,popA,2.263,39,0.39,0
16,popB,2.263,39,0.39,0
17,popB,2.263,39,0.39,0
18,popB,2.263,39,0.39,0
19,popB,2.263,39,0.39,0
20,popB,2.263,39,0.39,0
21,popA,2.263,39,0.39,0
22,popB,2.263,39,0.39,0
23,popA,2.263,39,0.39,0
24,popA,2.263,39,0.39,0
25,popB,2.263,39,0.39,0
26,popA,2.263,39,0.39,0
27,popB,2.263,39,0.39,0
28,popB,2.263,39,0.39,0
29,popA,2.263,39,0.39,0
30,popA,2.263,39,0.39,0
31,popB,2.263,39,0.39,0
32,popA,2.263,39,0.39,0
33,popA,2.263,39,0.39,0
34,popB,2.263,39,0.39,0
35,popB,2.263,39,0.39,0
36,popB,2.263,39,0.39,0
37,popA,2.263,39,0.39,0
38,popB,2.263,39,0.39,0
39,popB,2.263,39,0.39,0
40,popA,2.263,39,0.39,0
41,popA,2.263,39,0.39,0
42,popA,2.263,39,0.39,0
43,popA,2.263,39,0.39,0
44,popB,2.263,39,0.39,0
45,popB,2.351,39,0.39,0.088
46,popB,2.351,39,0.39,0
47,popA,2.351,39,0.39,0
48,popA,2.351,39,0.39,0
49,popB,2.351,39,0.39,0
50,popA,2.351,39,0.39,0
0,popB,2.234,40,0.4,0
1,popB,2.234,40,0.4,0
2,popB,2.234,40,0.4,0
3,popB,2.234,40,0.4,0
4,popB,2.234,40,0.4,0
5,popB,2.234,40,0.4,0
6,popB,2.237,40,0.4,0.003
7,popA,2.237,40,0.4,0
8,popB,2.237,40,0.4,0
9,popA,2.237,40,0.4,0
10,popB,2.237,40,0.4,0
11,popA,2.237,40,0.4,0
12,popA,2.237,40,0.4,0
13,popB,2.237,40,0.4,0
14,popA,2.237,40,0.4,0
15,popA,2.237,40,0.4,0
16,popB,2.239,40,0.4,0.002
17,popB,2.305,40,0.4,0.066
18,popA,2.305,40,0.4,0
19,popA,2.305,40,0.4,0
20,popB,2.305,40,0.4,0
21,popB,2.334,40,0.4,0.029
22,popA,2.334,40,0.4,0
23,popA,2.334,40,0.4,0
24,popB,2.334,40,0.4,0
25,popB,2.334,40,0.4,0
26,popA,2.334,40,0.4,0
27,popA,2.334,40,0.4,0
28,popA,2.334,40,0.4,0
29,popB,2.334,40,0.4,0
30,popB,2.334,40,0.4,0
31,popB,2.334,40,0.4,0
32,popA,2.334,40,0.4,0
33,popB,2.334,40,0.4,0
34,popA,2.334,40,0.4,0
35,popB,2.364,40,0.4,0.03
36,popB,2.364,40,0.4,0
37,popB,2.364,40,0.4,0
38,popB,2.368,40,0.4,0.004
39,popB,2.368,40,0.4,0
40,popA,2.368,40,0.4,0
41,popA,2.368,40,0.4,0
42,popB,2.368,40,0.4,0
43,popB,2.368,40,0.4,0
44,popA,2.368,40,0.4,0
45,popB,2.368,40,0.4,0
46,popB,2.368,40,0.4,0
47,popB,2.368,40,0.4,0
48,popA,2.368,40,0.4,0
49,popB,2.385,40,0.4,0.017
50,popB,2.385,40,0.4,0
0,popB,2.233,41,0.41,0
1,popA,2.233,41,0.41,0
2,popA,2.233,41,0.41,0
3,popB,2.233,41,0.41,0
4,popB,2.233,41,0.41,0
5,popB,2.233,41,0.41,0
6,popB,2.24,41,0.41,0.007
7,popB,2.356,41,0.41,0.116
8,popB,2.356,41,0.41,0
9,popB,2.356,41,0.41,0
10,popB,2.356,41,0.41,0
11,popB,2.356,41,0.41,0
12,popB,2.356,41,0.41,0
13,popB,2.356,41,0.41,0
14,popA,2.356,41,0.41,0
15,popB,2.356,41,0.41,0
16,popA,2.356,41,0.41,0
17,popB,2.36,41,0.41,0.004
18,popA,2.36,41,0.41,0
19,popA,2.36,41,0.41,0
20,popA,2.36,41,0.41,0
21,popB,2.36,41,0.41,0
22,popB,2.36,41,0.41,0
23,popB,2.36,41,0.41,0
24,popB,2.36,41,0.41,0
25,popA,2.36,41,0.41,0
26,popA,2.36,41,0.41,0
27,popB,2.36,41,0.41,0
28,popA,2.36,41,0.41,0
29,popA,2.36,41,0.41,0
30,popA,2.36,41,0.41,0
31,popB,2.36,41,0.41,0
32,popA,2.36,41,0.41,0
33,popB,2.36,41,0.41,0
34,popA,2.36,41,0.41,0
35,popB,2.36,41,0.41,0
36,popA,2.36,41,0.41,0
37,popA,2.36,41,0.41,0
38,popB,2.36,41,0.41,0
39,popA,2.36,41,0.41,0
40,popA,2.36,41,0.41,0
41,popA,2.36,41,0.41,0
42,popB,2.36,41,0.41,0
43,popB,2.36,41,0.41,0
44,popB,2.36,41,0.41,0
45,popB,2.36,41,0.41,0
46,popA,2.36,41,0.41,0
47,popB,2.36,41,0.41,0
48,popB,2.36,41,0.41,0
49,popA,2.36,41,0.41,0
50,popA,2.36,41,0.41,0
0,popA,2.177,42,0.42,0
1,popB,2.177,42,0.42,0
2,popB,2.177,42,0.42,0
3,popB,2.22,42,0.42,0.043
4,popB,2.22,42,0.42,0
5,popA,2.22,42,0.42,0
6,popB,2.22,42,0.42,0
7,popB,2.22,42,0.42,0
8,popB,2.22,42,0.42,0
9,popB,2.22,42,0.42,0
10,popA,2.22,42,0.42,0
11,popB,2.22,42,0.42,0
12,popB,2.22,42,0.42,0
13,popB,2.22,42,0.42,0
14,popB,2.22,42,0.42,0
15,popB,2.249,42,0.42,0.029
16,popB,2.249,42,0.42,0
17,popB,2.249,42,0.42,0
18,popB,2.262,42,0.42,0.013
19,popB,2.262,42,0.42,0
20,popA,2.262,42,0.42,0
21,popA,2.262,42,0.42,0
22,popB,2.265,42,0.42,0.003
23,popB,2.265,42,0.42,0
24,popA,2.265,42,0.42,0
25,popB,2.265,42,0.42,0
26,popB,2.265,42,0.42,0
27,popB,2.265,42,0.42,0
28,popB,2.265,42,0.42,0
29,popB,2.265,42,0.42,0
30,popB,2.265,42,0.42,0
31,popB,2.265,42,0.42,0
32,popB,2.272,42,0.42,0.007
33,popB,2.272,42,0.42,0
34,popA,2.272,42,0.42,0
35,popB,2.272,42,0.42,0
36,popB,2.272,42,0.42,0
37,popB,2.272,42,0.42,0
38,popB,2.272,42,0.42,0
39,popB,2.272,42,0.42,0
40,popB,2.272,42,0.42,0
41,popB,2.272,42,0.42,0
42,popB,2.272,42,0.42,0
43,popB,2.272,42,0.42,0
44,popB,2.272,42,0.42,0
45,popB,2.272,42,0.42,0
46,popB,2.272,42,0.42,0
47,popA,2.272,42,0.42,0
48,popB,2.272,42,0.42,0
49,popB,2.272,42,0.42,0
50,popA,2.272,42,0.42,0
0,popB,1.964,43,0.43,0
1,popA,1.964,43,0.43,0
2,popB,1.964,43,0.43,0
3,popB,1.969,43,0.43,0.005
4,popB,1.969,43,0.43,0
5,popB,1.969,43,0.43,0
6,popB,1.969,43,0.43,0
7,popA,1.969,43,0.43,0
8,popA,1.969,43,0.43,0
9,popB,1.969,43,0.43,0
10,popA,1.969,43,0.43,0
11,popB,1.969,43,0.43,0
12,popA,1.969,43,0.43,0
13,popA,1.969,43,0.43,0
14,popB,1.969,43,0.43,0
15,popB,1.969,43,0.43,0
16,popB,1.976,43,0.43,0.007
17,popB,1.976,43,0.43,0
18,popB,1.983,43,0.43,0.007
19,popB,2.077,43,0.43,0.094
20,popB,2.077,43,0.43,0
21,popB,2.077,43,0.43,0
22,popB,2.077,43,0.43,0
23,popB,2.161,43,0.43,0.084
24,popB,2.181,43,0.43,0.02
25,popB,2.181,43,0.43,0
26,popB,2.181,43,0.43,0
27,popB,2.181,43,0.43,0
28,popB,2.181,43,0.43,0
29,popA,2.181,43,0.43,0
30,popB,2.181,43,0.43,0
31,popA,2.181,43,0.43,0
32,popB,2.181,43,0.43,0
33,popB,2.181,43,0.43,0
34,popA,2.181,43,0.43,0
35,popB,2.181,43,0.43,0
36,popB,2.184,43,0.43,0.003
37,popB,2.184,43,0.43,0
38,popB,2.184,43,0.43,0
39,popB,2.197,43,0.43,0.013
40,popA,2.197,43,0.43,0
41,popB,2.206,43,0.43,0.009
42,popB,2.206,43,0.43,0
43,popB,2.206,43,0.43,0
44,popB,2.206,43,0.43,0
45,popB,2.206,43,0.43,0
46,popB,2.206,43,0.43,0
47,popA,2.206,43,0.43,0
48,popB,2.206,43,0.43,0
49,popB,2.206,43,0.43,0
50,popB,2.206,43,0.43,0
0,popB,1.946,44,0.44,0
1,popB,1.946,44,0.44,0
2,popB,1.946,44,0.44,0
3,popB,2.13,44,0.44,0.184
4,popB,2.217,44,0.44,0.087
5,popB,2.217,44,0.44,0
6,popA,2.217,44,0.44,0
7,popA,2.217,44,0.44,0
8,popA,2.217,44,0.44,0
9,popB,2.217,44,0.44,0
10,popA,2.217,44,0.44,0
11,popB,2.217,44,0.44,0
12,popB,2.217,44,0.44,0
13,popA,2.217,44,0.44,0
14,popB,2.217,44,0.44,0
15,popB,2.217,44,0.44,0
16,popA,2.217,44,0.44,0
17,popA,2.217,44,0.44,0
18,popA,2.217,44,0.44,0
19,popA,2.217,44,0.44,0
20,popA,2.217,44,0.44,0
21,popA,2.217,44,0.44,0
22,popB,2.217,44,0.44,0
23,popA,2.217,44,0.44,0
24,popB,2.217,44,0.44,0
25,popB,2.217,44,0.44,0
26,popA,2.217,44,0.44,0
27,popB,2.217,44,0.44,0
28,popB,2.217,44,0.44,0
29,popB,2.229,44,0.44,0.012
30,popB,2.229,44,0.44,0
31,popA,2.229,44,0.44,0
32,popB,2.229,44,0.44,0
33,popB,2.229,44,0.44,0
34,popA,2.229,44,0.44,0
35,popB,2.252,44,0.44,0.023
36,popA,2.252,44,0.44,0
37,popB,2.252,44,0.44,0
38,popA,2.252,44,0.44,0
39,popB,2.252,44,0.44,0
40,popA,2.252,44,0.44,0
41,popB,2.339,44,0.44,0.087
42,popB,2.339,44,0.44,0
43,popB,2.339,44,0.44,0
44,popA,2.339,44,0.44,0
45,popB,2.339,44,0.44,0
46,popB,2.339,44,0.44,0
47,popB,2.339,44,0.44,0
48,popA,2.339,44,0.44,0
49,popB,2.367,44,0.44,0.028
50,popA,2.367,44,0.44,0
0,popB,2.173,45,0.45,0
1,popA,2.173,45,0.45,0
2,popB,2.173,45,0.45,0
3,popB,2.323,45,0.45,0.15
4,popB,2.323,45,0.45,0
5,popB,2.323,45,0.45,0
6,popB,2.323,45,0.45,0
7,popA,2.323,45,0.45,0
8,popA,2.323,45,0.45,0
9,popB,2.323,45,0.45,0
10,popA,2.323,45,0.45,0
11,popA,2.323,45,0.45,0
12,popB,2.323,45,0.45,0
13,popB,2.323,45,0.45,0
14,popA,2.323,45,0.45,0
15,popA,2.323,45,0.45,0
16,popA,2.323,45,0.45,0
17,popB,2.323,45,0.45,0
18,popB,2.323,45,0.45,0
19,popB,2.323,45,0.45,0
20,popB,2.323,45,0.45,0
21,popA,2.323,45,0.45,0
22,popA,2.323,45,0.45,0
23,popB,2.349,45,0.45,0.026
24,popB,2.349,45,0.45,0
25,popA,2.349,45,0.45,0
26,popB,2.349,45,0.45,0
27,popB,2.349,45,0.45,0
28,popA,2.349,45,0.45,0
29,popA,2.349,45,0.45,0
30,popA,2.349,45,0.45,0
31,popA,2.349,45,0.45,0
32,popB,2.349,45,0.45,0
33,popB,2.364,45,0.45,0.015
34,popA,2.364,45,0.45,0
35,popA,2.364,45,0.45,0
36,popA,2.364,45,0.45,0
37,popA,2.364,45,0.45,0
38,popB,2.364,45,0.45,0
39,popB,2.364,45,0.45,0
40,popB,2.364,45,0.45,0
41,popA,2.364,45,0.45,0
42,popB,2.364,45,0.45,0
43,popA,2.364,45,0.45,0
44,popB,2.364,45,0.45,0
45,popA,2.364,45,0.45,0
46,popB,2.364,45,0.45,0
47,popB,2.364,45,0.45,0
48,popB,2.364,45,0.45,0
49,popB,2.368,45,0.45,0.004
50,popB,2.368,45,0.45,0
0,popA,2.116,46,0.46,0
1,popB,2.116,46,0.46,0
2,popB,2.116,46,0.46,0
3,popB,2.116,46,0.46,0
4,popA,2.116,46,0.46,0
5,popB,2.116,46,0.46,0
6,popB,2.116,46,0.46,0
7,popB,2.116,46,0.46,0
8,popA,2.116,46,0.46,0
9,popB,2.116,46,0.46,0
10,popB,2.146,46,0.46,0.03
11,popB,2.23,46,0.46,0.084
12,popB,2.23,46,0.46,0
13,popA,2.23,46,0.46,0
14,popB,2.23,46,0.46,0
15,popB,2.288,46,0.46,0.058
16,popA,2.288,46,0.46,0
17,popA,2.288,46,0.46,0
18,popA,2.288,46,0.46,0
19,popA,2.288,46,0.46,0
20,popA,2.288,46,0.46,0
21,popB,2.288,46,0.46,0
22,popB,2.288,46,0.46,0
23,popA,2.288,46,0.46,0
24,popB,2.288,46,0.46,0
25,popA,2.288,46,0.46,0
26,popA,2.288,46,0.46,0
27,popA,2.288,46,0.46,0
28,popB,2.288,46,0.46,0
29,popB,2.288,46,0.46,0
30,popB,2.288,46,0.46,0
31,popB,2.288,46,0.46,0
32,popB,2.288,46,0.46,0
33,popB,2.288,46,0.46,0
34,popA,2.288,46,0.46,0
35,popB,2.288,46,0.46,0
36,popB,2.288,46,0.46,0
37,popA,2.288,46,0.46,0
38,popA,2.288,46,0.46,0
39,popB,2.338,46,0.46,0.05
40,popA,2.338,46,0.46,0
41,popA,2.338,46,0.46,0
42,popA,2.338,46,0.46,0
43,popA,2.338,46,0.46,0
44,popB,2.338,46,0.46,0
45,popA,2.338,46,0.46,0
46,popB,2.339,46,0.46,0.001
47,popB,2.339,46,0.46,0
48,popA,2.339,46,0.46,0
49,popB,2.339,46,0.46,0
50,popB,2.339,46,0.46,0
0,popB,2.128,47,0.47,0
1,popB,2.128,47,0.47,0
2,popB,2.128,47,0.47,0
3,popB,2.128,47,0.47,0
4,popB,2.128,47,0.47,0
5,popB,2.128,47,0.47,0
6,popB,2.128,47,0.47,0
7,popB,2.128,47,0.47,0
8,popB,2.15,47,0.47,0.022
9,popA,2.15,47,0.47,0
10,popA,2.15,47,0.47,0
11,popA,2.15,47,0.47,0
12,popA,2.15,47,0.47,0
13,popB,2.15,47,0.47,0
14,popB,2.15,47,0.47,0
15,popB,2.155,47,0.47,0.005
16,popB,2.159,47,0.47,0.004
17,popA,2.159,47,0.47,0
18,popA,2.159,47,0.47,0
19,popA,2.159,47,0.47,0
20,popA,2.159,47,0.47,0
21,popB,2.159,47,0.47,0
22,popB,2.463,47,0.47,0.304
23,popA,2.463,47,0.47,0
24,popB,2.463,47,0.47,0
25,popA,2.463,47,0.47,0
26,popB,2.463,47,0.47,0
27,popA,2.463,47,0.47,0
28,popA,2.463,47,0.47,0
29,popA,2.463,47,0.47,0
30,popB,2.466,47,0.47,0.003
31,popB,2.466,47,0.47,0
32,popA,2.466,47,0.47,0
33,popB,2.466,47,0.47,0
34,popB,2.484,47,0.47,0.018
35,popB,2.484,47,0.47,0
36,popA,2.484,47,0.47,0
37,popA,2.484,47,0.47,0
38,popA,2.484,47,0.47,0
39,popB,2.484,47,0.47,0
40,popB,2.484,47,0.47,0
41,popA,2.484,47,0.47,0
42,popA,2.484,47,0.47,0
43,popA,2.484,47,0.47,0
44,popA,2.484,47,0.47,0
45,popB,2.484,47,0.47,0
46,popB,2.484,47,0.47,0
47,popA,2.484,47,0.47,0
48,popA,2.484,47,0.47,0
49,popB,2.484,47,0.47,0
50,popA,2.484,47,0.47,0
0,popB,2.039,48,0.48,0
1,popB,2.039,48,0.48,0
2,popB,2.039,48,0.48,0
3,popB,2.039,48,0.48,0
4,popA,2.039,48,0.48,0
5,popB,2.039,48,0.48,0
6,popB,2.039,48,0.48,0
7,popB,2.042,48,0.48,0.003
8,popB,2.045,48,0.48,0.003
9,popB,2.045,48,0.48,0
10,popA,2.045,48,0.48,0
11,popB,2.045,48,0.48,0
12,popB,2.045,48,0.48,0
13,popB,2.063,48,0.48,0.018
14,popB,2.063,48,0.48,0
15,popB,2.063,48,0.48,0
16,popB,2.063,48,0.48,0
17,popA,2.063,48,0.48,0
18,popB,2.063,48,0.48,0
19,popA,2.063,48,0.48,0
20,popB,2.066,48,0.48,0.003
21,popB,2.066,48,0.48,0
22,popB,2.066,48,0.48,0
23,popB,2.066,48,0.48,0
24,popB,2.066,48,0.48,0
25,popB,2.066,48,0.48,0
26,popB,2.066,48,0.48,0
27,popA,2.066,48,0.48,0
28,popB,2.066,48,0.48,0
29,popB,2.066,48,0.48,0
30,popB,2.066,48,0.48,0
31,popA,2.066,48,0.48,0
32,popA,2.066,48,0.48,0
33,popB,2.066,48,0.48,0
34,popB,2.066,48,0.48,0
35,popA,2.066,48,0.48,0
36,popA,2.066,48,0.48,0
37,popB,2.066,48,0.48,0
38,popA,2.066,48,0.48,0
39,popB,2.066,48,0.48,0
40,popA,2.066,48,0.48,0
41,popB,2.07,48,0.48,0.004
42,popB,2.07,48,0.48,0
43,popB,2.07,48,0.48,0
44,popB,2.07,48,0.48,0
45,popB,2.07,48,0.48,0
