time	species	protein	transcript	ribo_density
27.002128	proteinP	2.000000	1.000000	14.000000
28.000103	__proteinP_rbs	0.000000	0.000000	0.000000
28.000103	__ribosome	86.000000	0.000000	0.000000
28.000103	proteinP	3.000000	1.000000	14.000000
29.001012	__proteinP_rbs	1.000000	0.000000	0.000000
29.001012	__ribosome	87.000000	0.000000	0.000000
29.001012	proteinP	4.000000	1.000000	13.000000
30.004622	__proteinP_rbs	0.000000	0.000000	0.000000
30.004622	__ribosome	86.000000	0.000000	0.000000
30.004622	proteinP	4.000000	1.000000	14.000000
31.000730	__proteinP_rbs	0.000000	0.000000	0.000000
31.000730	__ribosome	87.000000	0.000000	0.000000
31.000730	proteinP	5.000000	1.000000	13.000000
32.000457	__proteinP_rbs	0.000000	0.000000	0.000000
32.000457	__ribosome	86.000000	0.000000	0.000000
32.000457	proteinP	5.000000	1.000000	14.000000
33.000371	__proteinP_rbs	0.000000	0.000000	0.000000
33.000371	__ribosome	86.000000	0.000000	0.000000
33.000371	proteinP	6.000000	1.000000	14.000000
33.999983	__proteinP_rbs	0.000000	0.000000	0.000000
33.999983	__ribosome	86.000000	0.000000	0.000000
33.999983	proteinP	7.000000	1.000000	14.000000
34.999743	__proteinP_rbs	1.000000	0.000000	0.000000
34.999743	__ribosome	87.000000	0.000000	0.000000
34.999743	proteinP	8.000000	1.000000	13.000000
36.008067	__proteinP_rbs	0.000000	0.000000	0.000000
36.008067	__ribosome	87.000000	0.000000	0.000000
36.008067	proteinP	9.000000	1.000000	13.000000
37.008198	__proteinP_rbs	1.000000	0.000000	0.000000
37.008198	__ribosome	87.000000	0.000000	0.000000
37.008198	proteinP	9.000000	1.000000	13.000000
38.015170	__proteinP_rbs	1.000000	0.000000	0.000000
38.015170	__ribosome	88.000000	0.000000	0.000000
38.015170	proteinP	10.000000	1.000000	12.000000
39.001053	__proteinP_rbs	0.000000	0.000000	0.000000
39.001053	__ribosome	87.000000	0.000000	0.000000
39.001053	proteinP	10.000000	1.000000	13.000000
40.003267	__proteinP_rbs	1.000000	0.000000	0.000000
40.003267	__ribosome	88.000000	0.000000	0.000000
40.003267	proteinP	11.000000	1.000000	12.000000
41.007470	__proteinP_rbs	0.000000	0.000000	0.000000
41.007470	__ribosome	88.000000	0.000000	0.000000
41.007470	proteinP	12.000000	1.000000	12.000000
42.002830	__proteinP_rbs	0.000000	0.000000	0.000000
42.002830	__ribosome	88.000000	0.000000	0.000000
42.002830	proteinP	13.000000	1.000000	12.000000
43.003139	__proteinP_rbs	0.000000	0.000000	0.000000
43.003139	__ribosome	87.000000	0.000000	0.000000
43.003139	proteinP	13.000000	1.000000	13.000000
43.999744	__proteinP_rbs	0.000000	0.000000	0.000000
43.999744	__ribosome	87.000000	0.000000	0.000000
43.999744	proteinP	13.000000	1.000000	13.000000
45.008263	__proteinP_rbs	1.000000	0.000000	0.000000
45.008263	__ribosome	87.000000	0.000000	0.000000
45.008263	proteinP	13.000000	1.000000	13.000000
46.003838	__proteinP_rbs	0.000000	0.000000	0.000000
46.003838	__ribosome	86.000000	0.000000	0.000000
46.003838	proteinP	13.000000	1.000000	14.000000
47.000295	__proteinP_rbs	1.000000	0.000000	0.000000
47.000295	__ribosome	87.000000	0.000000	0.000000
47.000295	proteinP	14.000000	1.000000	13.000000
48.001372	__proteinP_rbs	1.000000	0.000000	0.000000
48.001372	__ribosome	88.000000	0.000000	0.000000
48.001372	proteinP	15.000000	1.000000	12.000000
49.001646	__proteinP_rbs	1.000000	0.000000	0.000000
49.001646	__ribosome	89.000000	0.000000	0.000000
49.001646	proteinP	16.000000	1.000000	11.000000
50.001634	__proteinP_rbs	1.000000	0.000000	0.000000
50.001634	__ribosome	88.000000	0.000000	0.000000
50.001634	proteinP	16.000000	1.000000	12.000000
51.010078	__proteinP_rbs	0.000000	0.000000	0.000000
51.010078	__ribosome	87.000000	0.000000	0.000000
51.010078	proteinP	16.000000	1.000000	13.000000
51.999837	__proteinP_rbs	0.000000	0.000000	0.000000
51.999837	__ribosome	88.000000	0.000000	0.000000
51.999837	proteinP	18.000000	1.000000	12.000000
53.001614	__proteinP_rbs	1.000000	0.000000	0.000000
53.001614	__ribosome	88.000000	0.000000	0.000000
53.001614	proteinP	18.000000	1.000000	12.000000
54.000796	__proteinP_rbs	0.000000	0.000000	0.000000
54.000796	__ribosome	87.000000	0.000000	0.000000
54.000796	proteinP	18.000000	1.000000	13.000000
55.004875	__proteinP_rbs	0.000000	0.000000	0.000000
55.004875	__ribosome	88.000000	0.000000	0.000000
55.004875	proteinP	19.000000	1.000000	12.000000
55.999472	__proteinP_rbs	1.000000	0.000000	0.000000
55.999472	__ribosome	89.000000	0.000000	0.000000
55.999472	proteinP	20.000000	1.000000	11.000000
57.006148	__proteinP_rbs	0.000000	0.000000	0.000000
57.006148	__ribosome	89.000000	0.000000	0.000000
57.006148	proteinP	21.000000	1.000000	11.000000
58.000477	__proteinP_rbs	0.000000	0.000000	0.000000
58.000477	__ribosome	89.000000	0.000000	0.000000
58.000477	proteinP	22.000000	1.000000	11.000000
59.003977	__proteinP_rbs	0.000000	0.000000	0.000000
59.003977	__ribosome	89.000000	0.000000	0.000000
59.003977	proteinP	22.000000	1.000000	11.000000
60.012609	__proteinP_rbs	0.000000	0.000000	0.000000
60.012609	__ribosome	88.000000	0.000000	0.000000
60.012609	proteinP	22.000000	1.000000	12.000000
61.004745	__proteinP_rbs	0.000000	0.000000	0.000000
61.004745	__ribosome	87.000000	0.000000	0.000000
61.004745	proteinP	22.000000	1.000000	13.000000
62.001194	__proteinP_rbs	0.000000	0.000000	0.000000
62.001194	__ribosome	86.000000	0.000000	0.000000
62.001194	proteinP	22.000000	1.000000	14.000000
62.999732	__proteinP_rbs	0.000000	0.000000	0.000000
62.999732	__ribosome	85.000000	0.000000	0.000000
62.999732	proteinP	22.000000	1.000000	15.000000
64.000165	__proteinP_rbs	0.000000	0.000000	0.000000
64.000165	__ribosome	86.000000	0.000000	0.000000
64.000165	proteinP	23.000000	1.000000	14.000000
65.003952	__proteinP_rbs	0.000000	0.000000	0.000000
65.003952	__ribosome	85.000000	0.000000	0.000000
65.003952	proteinP	23.000000	1.000000	15.000000
66.001431	__proteinP_rbs	1.000000	0.000000	0.000000
66.001431	__ribosome	87.000000	0.000000	0.000000
66.001431	proteinP	25.000000	1.000000	13.000000
67.001815	__proteinP_rbs	0.000000	0.000000	0.000000
67.001815	__ribosome	87.000000	0.000000	0.000000
67.001815	proteinP	26.000000	1.000000	13.000000
67.999341	__proteinP_rbs	0.000000	0.000000	0.000000
67.999341	__ribosome	87.000000	0.000000	0.000000
67.999341	proteinP	27.000000	1.000000	13.000000
69.000750	__proteinP_rbs	0.000000	0.000000	0.000000
69.000750	__ribosome	87.000000	0.000000	0.000000
69.000750	proteinP	27.000000	1.000000	13.000000
69.999364	__proteinP_rbs	1.000000	0.000000	0.000000
69.999364	__ribosome	87.000000	0.000000	0.000000
69.999364	proteinP	27.000000	1.000000	13.000000
71.001405	__proteinP_rbs	1.000000	0.000000	0.000000
71.001405	__ribosome	86.000000	0.000000	0.000000
71.001405	proteinP	27.000000	1.000000	14.000000
72.005516	__proteinP_rbs	0.000000	0.000000	0.000000
72.005516	__ribosome	86.000000	0.000000	0.000000
72.005516	proteinP	28.000000	1.000000	14.000000
73.014315	__proteinP_rbs	0.000000	0.000000	0.000000
73.014315	__ribosome	86.000000	0.000000	0.000000
73.014315	proteinP	29.000000	1.000000	14.000000
74.000113	__proteinP_rbs	1.000000	0.000000	0.000000
74.000113	__ribosome	86.000000	0.000000	0.000000
74.000113	proteinP	29.000000	1.000000	14.000000
75.001722	__proteinP_rbs	0.000000	0.000000	0.000000
75.001722	__ribosome	86.000000	0.000000	0.000000
75.001722	proteinP	30.000000	1.000000	14.000000
76.006951	__proteinP_rbs	1.000000	0.000000	0.000000
76.006951	__ribosome	87.000000	0.000000	0.000000
76.006951	proteinP	31.000000	1.000000	13.000000
76.999711	__proteinP_rbs	0.000000	0.000000	0.000000
76.999711	__ribosome	86.000000	0.000000	0.000000
76.999711	proteinP	31.000000	1.000000	14.000000
78.002907	__proteinP_rbs	1.000000	0.000000	0.000000
78.002907	__ribosome	86.000000	0.000000	0.000000
78.002907	proteinP	31.000000	1.000000	14.000000
79.006669	__proteinP_rbs	1.000000	0.000000	0.000000
79.006669	__ribosome	86.000000	0.000000	0.000000
79.006669	proteinP	32.000000	1.000000	14.000000
80.004486	__proteinP_rbs	0.000000	0.000000	0.000000
80.004486	__ribosome	85.000000	0.000000	0.000000
80.004486	proteinP	32.000000	1.000000	15.000000
81.001473	__proteinP_rbs	0.000000	0.000000	0.000000
81.001473	__ribosome	84.000000	0.000000	0.000000
81.001473	proteinP	32.000000	1.000000	16.000000
81.999239	__proteinP_rbs	0.000000	0.000000	0.000000
81.999239	__ribosome	84.000000	0.000000	0.000000
81.999239	proteinP	32.000000	1.000000	16.000000
83.000868	__proteinP_rbs	0.000000	0.000000	0.000000
83.000868	__ribosome	85.000000	0.000000	0.000000
83.000868	proteinP	34.000000	1.000000	15.000000
83.999888	__proteinP_rbs	0.000000	0.000000	0.000000
83.999888	__ribosome	84.000000	0.000000	0.000000
83.999888	proteinP	34.000000	1.000000	16.000000
85.005030	__proteinP_rbs	1.000000	0.000000	0.000000
85.005030	__ribosome	85.000000	0.000000	0.000000
85.005030	proteinP	35.000000	1.000000	15.000000
86.012254	__proteinP_rbs	0.000000	0.000000	0.000000
86.012254	__ribosome	85.000000	0.000000	0.000000
86.012254	proteinP	36.000000	1.000000	15.000000
87.006838	__proteinP_rbs	0.000000	0.000000	0.000000
87.006838	__ribosome	84.000000	0.000000	0.000000
87.006838	proteinP	36.000000	1.000000	16.000000
88.003494	__proteinP_rbs	1.000000	0.000000	0.000000
88.003494	__ribosome	84.000000	0.000000	0.000000
88.003494	proteinP	36.000000	1.000000	16.000000
89.005052	__proteinP_rbs	0.000000	0.000000	0.000000
89.005052	__ribosome	84.000000	0.000000	0.000000
89.005052	proteinP	37.000000	1.000000	16.000000
90.001265	__proteinP_rbs	1.000000	0.000000	0.000000
90.001265	__ribosome	85.000000	0.000000	0.000000
90.001265	proteinP	38.000000	1.000000	15.000000
91.002267	__proteinP_rbs	0.000000	0.000000	0.000000
91.002267	__ribosome	85.000000	0.000000	0.000000
91.002267	proteinP	39.000000	1.000000	15.000000
92.002041	__proteinP_rbs	1.000000	0.000000	0.000000
92.002041	__ribosome	86.000000	0.000000	0.000000
92.002041	proteinP	40.000000	1.000000	14.000000
93.010921	__proteinP_rbs	0.000000	0.000000	0.000000
93.010921	__ribosome	85.000000	0.000000	0.000000
93.010921	proteinP	40.000000	1.000000	15.000000
93.999379	__proteinP_rbs	0.000000	0.000000	0.000000
93.999379	__ribosome	84.000000	0.000000	0.000000
93.999379	proteinP	40.000000	1.000000	16.000000
95.010733	__proteinP_rbs	1.000000	0.000000	0.000000
95.010733	__ribosome	85.000000	0.000000	0.000000
95.010733	proteinP	41.000000	1.000000	15.000000
95.999866	__proteinP_rbs	0.000000	0.000000	0.000000
95.999866	__ribosome	85.000000	0.000000	0.000000
95.999866	proteinP	42.000000	1.000000	15.000000
97.016563	__proteinP_rbs	1.000000	0.000000	0.000000
97.016563	__ribosome	85.000000	0.000000	0.000000
97.016563	proteinP	42.000000	1.000000	15.000000
98.001434	__proteinP_rbs	0.000000	0.000000	0.000000
98.001434	__ribosome	85.000000	0.000000	0.000000
98.001434	proteinP	43.000000	1.000000	15.000000
99.005733	__proteinP_rbs	0.000000	0.000000	0.000000
99.005733	__ribosome	84.000000	0.000000	0.000000
99.005733	proteinP	43.000000	1.000000	16.000000
