1.0,100.0,0.095
10.0,100.0,0.139
100.0,100.0,0.144
11.0,100.0,0.138
12.0,100.0,0.135
13.0,100.0,0.141
14.0,100.0,0.136
15.0,100.0,0.141
16.0,100.0,0.143
17.0,100.0,0.144
18.0,100.0,0.136
19.0,100.0,0.139
2.0,100.0,0.101
20.0,100.0,0.145
21.0,100.0,0.145
22.0,100.0,0.144
23.0,100.0,0.145
24.0,100.0,0.138
25.0,100.0,0.140
26.0,100.0,0.140
27.0,100.0,0.143
28.0,100.0,0.147
29.0,100.0,0.138
3.0,100.0,0.114
30.0,100.0,0.138
31.0,100.0,0.138
32.0,100.0,0.139
33.0,100.0,0.146
34.0,100.0,0.149
35.0,100.0,0.146
36.0,100.0,0.147
37.0,100.0,0.146
38.0,100.0,0.147
39.0,100.0,0.141
4.0,100.0,0.118
40.0,100.0,0.149
41.0,100.0,0.147
42.0,100.0,0.149
43.0,100.0,0.147
44.0,100.0,0.142
45.0,100.0,0.142
46.0,100.0,0.142
47.0,100.0,0.142
48.0,100.0,0.147
49.0,100.0,0.150
5.0,100.0,0.124
50.0,100.0,0.142
51.0,100.0,0.149
52.0,100.0,0.142
53.0,100.0,0.147
54.0,100.0,0.142
55.0,100.0,0.142
56.0,100.0,0.149
57.0,100.0,0.149
58.0,100.0,0.149
59.0,100.0,0.149
6.0,100.0,0.129
60.0,100.0,0.149
61.0,100.0,0.142
62.0,100.0,0.149
63.0,100.0,0.142
64.0,100.0,0.142
65.0,100.0,0.149
66.0,100.0,0.142
67.0,100.0,0.142
68.0,100.0,0.142
69.0,100.0,0.142
7.0,100.0,0.136
70.0,100.0,0.142
71.0,100.0,0.142
72.0,100.0,0.142
73.0,100.0,0.142
74.0,100.0,0.142
75.0,100.0,0.143
76.0,100.0,0.142
77.0,100.0,0.144
78.0,100.0,0.143
79.0,100.0,0.144
8.0,100.0,0.130
80.0,100.0,0.144
81.0,100.0,0.144
82.0,100.0,0.144
83.0,100.0,0.144
84.0,100.0,0.144
85.0,100.0,0.144
86.0,100.0,0.144
87.0,100.0,0.144
88.0,100.0,0.144
89.0,100.0,0.144
9.0,100.0,0.132
90.0,100.0,0.144
91.0,100.0,0.144
92.0,100.0,0.144
93.0,100.0,0.144
94.0,100.0,0.144
95.0,100.0,0.144
96.0,100.0,0.144
97.0,100.0,0.144
98.0,100.0,0.144
99.0,100.0,0.144
